month,label,entry_policy,stop_policy,delta_vs_control_r,dollars_at_50_max_case_risk,expectancy_per_filled_case_r,expectancy_per_population_case_r,filled_cases,flat_cases,gross_negative_r,gross_positive_r,losing_cases,maximum_drawdown_r,median_stop_distance_ratio_to_control,net_r,no_fill_cases,original_positive_cases,original_positive_converted_to_loss,original_positive_retained,original_positive_unfilled,population,profit_factor,retest_filled_cases,retest_opportunity_cases,stop_disposition_cases,stop_fallbacks,stop_replacements,target_disposition_cases,time_exit_disposition_cases,win_rate_filled,winning_cases,outcome_counts_json
2022_10,October 2022,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,-105.42464569831427,-0.032438352522558236,-0.032438352522558236,65,0,-32.0,29.891507086033716,32,9.004885071167038,1.0,-2.1084929139662854,0,33,0,33,0,65,0.9341095964385536,0,43,32,0,0,33,0,0.5076923076923077,33,"{""STOP"":32,""TARGET"":33}"
2022_10,October 2022,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-11.870560451485183,-698.9526682725734,-0.21506235946848412,-0.21506235946848412,65,0,-44.0,30.020946634548533,44,21.835052200973582,0.5114849624060301,-13.979053365451469,0,33,12,21,0,65,0.6822942416942849,0,42,44,5,60,21,0,0.3230769230769231,21,"{""STOP"":44,""TARGET"":21}"
2022_10,October 2022,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-6.804619919109566,-445.6556416537926,-0.13712481281655156,-0.13712481281655156,65,0,-39.0,30.086887166924146,39,16.706916818195005,0.7074273940345229,-8.913112833075852,0,33,7,26,0,65,0.7714586453057474,0,43,39,18,47,26,0,0.4,26,"{""STOP"":39,""TARGET"":26}"
2022_10,October 2022,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.12155789189035238,-99.34675110379665,-0.03056823110886051,-0.03056823110886051,65,0,-32.0,30.013064977924074,32,8.965486454859146,1.0,-1.986935022075933,0,33,0,33,0,65,0.9379082805601273,0,43,32,59,6,33,0,0.5076923076923077,33,"{""STOP"":32,""TARGET"":33}"
2022_10,October 2022,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,7.576111068544877,273.3809077289296,0.12715391057159517,0.0841172023781322,43,22,-21.0,26.467618154578595,21,6.5526880469311966,1.0,5.4676181545785925,22,33,0,22,11,65,1.2603627692656474,43,43,21,0,0,22,0,0.5116279069767442,22,"{""NO_FILL"":22,""STOP"":21,""TARGET"":22}"
2022_10,October 2022,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,1.900243066937146,-10.41249235145697,-0.004958329691169986,-0.0032038438004482984,42,23,-29.0,28.791750152970863,29,16.796272506424984,0.5114849624060301,-0.2082498470291394,23,33,9,13,11,65,0.9928189707920987,42,42,29,5,60,13,0,0.30952380952380953,13,"{""NO_FILL"":23,""STOP"":29,""TARGET"":13}"
2022_10,October 2022,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,0.222229116269673,-94.31318988483062,-0.04386659994643285,-0.029019443041486345,43,22,-27.0,25.11373620230339,27,14.25402164943452,0.7074273940345229,-1.8862637976966123,22,33,6,16,11,65,0.9301383778630885,43,43,27,18,47,16,0,0.37209302325581395,16,"{""NO_FILL"":22,""STOP"":27,""TARGET"":16}"
2022_10,October 2022,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,7.798693668044779,284.51003770392464,0.13233025009484867,0.08754155006274604,43,22,-21.0,26.690200754078493,21,6.462004384362565,1.0,5.690200754078493,22,33,0,22,11,65,1.2709619406704045,43,43,21,59,6,22,0,0.5116279069767442,22,"{""NO_FILL"":22,""STOP"":21,""TARGET"":22}"
2022_10,October 2022,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,5.6820833014086585,178.67951937211868,0.05497831365295959,0.05497831365295959,65,0,-23.75,27.32359038744237,32,6.965442609675463,1.0,3.5735903874423736,0,33,0,33,0,65,1.150466963681784,43,43,32,0,0,33,0,0.5076923076923077,33,"{""SPLIT_CONTROL_STOP_NO_RETEST"":11,""SPLIT_CONTROL_TARGET_NO_RETEST"":11,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":22}"
2022_10,October 2022,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-1.542457812668434,-182.54753633173598,-0.05616847271745722,-0.05616847271745722,65,0,-32.75,29.099049273365274,44,18.019368412968365,0.5114849624060301,-3.6509507266347194,0,33,12,21,0,65,0.8885205884997031,42,42,44,5,60,21,0,0.3230769230769231,21,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":8,""SPLIT_STOP_STOP"":29,""SPLIT_TARGET_TARGET"":13}"
2022_10,October 2022,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-1.5344831425751413,-182.14880282707134,-0.05604578548525272,-0.05604578548525272,65,0,-30.0,26.357023943458575,39,14.867245441624643,0.7074273940345229,-3.6429760565414266,0,33,7,26,0,65,0.8785674647819525,43,43,39,18,47,26,0,0.4,26,"{""SPLIT_CONTROL_STOP_NO_RETEST"":12,""SPLIT_CONTROL_TARGET_NO_RETEST"":10,""SPLIT_STOP_STOP"":27,""SPLIT_TARGET_TARGET"":16}"
2022_10,October 2022,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,5.879409724006173,188.5458405019944,0.058014104769844435,0.058014104769844435,65,0,-23.75,27.520916810039886,32,6.887580208672016,1.0,3.770916810039888,0,33,0,33,0,65,1.1587754446332583,43,43,32,59,6,33,0,0.5076923076923077,33,"{""SPLIT_CONTROL_STOP_NO_RETEST"":11,""SPLIT_CONTROL_TARGET_NO_RETEST"":11,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":22}"
2022_11,November 2022,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,224.3476301180636,0.0659845970935481,0.0659845970935481,68,0,-27.0,31.486952602361274,27,6.324246228045068,1.0,4.486952602361272,0,41,0,41,0,68,1.1661834297170843,0,37,27,0,0,41,0,0.6029411764705882,41,"{""STOP"":27,""TARGET"":41}"
2022_11,November 2022,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-2.5943035888609587,94.63245067501565,0.027833073727945776,0.027833073727945776,68,0,-36.0,37.892649013500304,36,9.738699717919737,0.5238220620463037,1.892649013500313,0,41,9,32,0,68,1.0525735837083419,0,37,36,7,61,32,0,0.47058823529411764,32,"{""STOP"":36,""TARGET"":32}"
2022_11,November 2022,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,1.8283912300668552,315.76719162140637,0.09287270341806068,0.09287270341806068,68,0,-30.0,36.31534383242813,30,8.370464651385078,0.8721371484265781,6.315343832428127,0,41,3,38,0,68,1.2105114610809375,0,37,30,23,45,38,0,0.5588235294117647,38,"{""STOP"":30,""TARGET"":38}"
2022_11,November 2022,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,2.033208469420771,326.00805358910213,0.09588472164385356,0.09588472164385356,68,0,-27.0,33.52016107178204,27,6.324246228045068,1.0,6.520161071782042,0,41,0,41,0,68,1.2414874471030386,0,37,27,58,10,41,0,0.6029411764705882,41,"{""STOP"":27,""TARGET"":41}"
2022_11,November 2022,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,-2.9913739169654985,74.77893426978866,0.040421045551237114,0.021993804196996668,37,31,-15.0,16.495578685395774,15,6.0157728311594125,1.0,1.4955786853957733,31,41,0,22,19,68,1.0997052456930516,37,37,15,0,0,22,0,0.5945945945945946,22,"{""NO_FILL"":31,""STOP"":15,""TARGET"":22}"
2022_11,November 2022,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-2.9647915792135873,76.10805115738422,0.04113948711209958,0.02238472092864242,37,31,-21.0,22.522161023147678,21,6.297350853541616,0.5238220620463037,1.5221610231476845,31,41,6,16,19,68,1.0724838582451275,37,37,21,7,61,16,0,0.43243243243243246,16,"{""NO_FILL"":31,""STOP"":21,""TARGET"":16}"
2022_11,November 2022,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2.5669049302654194,352.69287663133457,0.19064479817909977,0.10373319900921604,37,31,-16.0,23.053857532626694,16,4.9311094160307185,0.8721371484265781,7.053857532626691,31,41,1,21,19,68,1.4408660957891684,37,37,16,23,45,21,0,0.5675675675675675,21,"{""NO_FILL"":31,""STOP"":16,""TARGET"":21}"
2022_11,November 2022,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-2.823599543390493,83.16765294853894,0.04495548808029132,0.0244610743966291,37,31,-15.0,16.66335305897078,15,6.0157728311594125,1.0,1.6633530589707788,31,41,0,22,19,68,1.1108902039313855,37,37,15,58,10,22,0,0.5945945945945946,22,"{""NO_FILL"":31,""STOP"":15,""TARGET"":22}"
2022_11,November 2022,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,-2.2435304377241243,112.17110823185736,0.03299150242113452,0.03299150242113452,68,0,-18.0,20.24342216463715,27,5.4216890855576825,1.0,2.2434221646371473,0,41,0,41,0,68,1.124634564702064,37,37,27,0,0,41,0,0.6029411764705882,41,"{""SPLIT_CONTROL_STOP_NO_RETEST"":12,""SPLIT_CONTROL_TARGET_NO_RETEST"":19,""SPLIT_STOP_STOP"":15,""SPLIT_TARGET_TARGET"":22}"
2022_11,November 2022,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-2.872169581625431,80.73915103679204,0.023746809128468244,0.023746809128468244,68,0,-24.75,26.364783020735842,36,6.412629117646643,0.5238220620463037,1.6147830207358407,0,41,9,32,0,68,1.0652437584135694,37,37,36,7,61,32,0,0.47058823529411764,32,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":16}"
2022_11,November 2022,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2.3822765052157777,343.46145537885246,0.1010180751114272,0.1010180751114272,68,0,-19.5,26.369229107577052,30,5.790948224869309,0.8721371484265781,6.869229107577049,0,41,3,38,0,68,1.3522681593629258,37,37,30,23,45,38,0,0.5588235294117647,38,"{""SPLIT_CONTROL_STOP_NO_RETEST"":14,""SPLIT_CONTROL_TARGET_NO_RETEST"":17,""SPLIT_STOP_STOP"":16,""SPLIT_TARGET_TARGET"":21}"
2022_11,November 2022,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-1.6093975401876772,143.8777531086797,0.042316986208435214,0.042316986208435214,68,0,-18.0,20.8775550621736,27,4.9531781930729935,1.0,2.8775550621735944,0,41,0,41,0,68,1.1598641701207555,37,37,27,58,10,41,0,0.6029411764705882,41,"{""SPLIT_CONTROL_STOP_NO_RETEST"":12,""SPLIT_CONTROL_TARGET_NO_RETEST"":19,""SPLIT_STOP_STOP"":15,""SPLIT_TARGET_TARGET"":22}"
2022_12,December 2022,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,241.57534096820314,0.07002183796179802,0.07002183796179802,69,0,-34.0,38.83150681936406,34,7.94355960213965,1.0,4.831506819364063,0,35,0,35,0,69,1.1421031417460017,0,40,34,0,0,35,0,0.5072463768115942,35,"{""STOP"":34,""TARGET"":35}"
2022_12,December 2022,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-9.048397286683816,-210.8445233659876,-0.06111435459883698,-0.06111435459883698,69,0,-43.0,38.78310953268025,43,15.437145459120243,0.5630609797875916,-4.216890467319752,0,35,9,26,0,69,0.9019327798297733,0,40,43,3,66,26,0,0.37681159420289856,26,"{""STOP"":43,""TARGET"":26}"
2022_12,December 2022,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.597445025829504,-188.29691032327202,-0.05457881458645566,-0.05457881458645566,69,0,-40.0,36.23406179353455,40,12.831981133752686,0.8431779298546023,-3.7659382064654405,0,35,6,29,0,69,0.9058515448383637,0,40,40,21,48,29,0,0.42028985507246375,29,"{""STOP"":40,""TARGET"":29}"
2022_12,December 2022,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.0,241.57534096820314,0.07002183796179802,0.07002183796179802,69,0,-34.0,38.83150681936406,34,7.94355960213965,1.0,4.831506819364063,0,35,0,35,0,69,1.1421031417460017,0,40,34,65,4,35,0,0.5072463768115942,35,"{""STOP"":34,""TARGET"":35}"
2022_12,December 2022,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,-10.636181151947259,-290.2337166291598,-0.1451168583145799,-0.08412571496497386,40,29,-24.0,18.1953256674168,24,8.537474903396943,1.0,-5.804674332583196,29,35,0,16,19,69,0.7581385694757,40,40,24,0,0,16,0,0.4,16,"{""NO_FILL"":29,""STOP"":24,""TARGET"":16}"
2022_12,December 2022,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.381930940312275,-177.5212060474106,-0.0887606030237053,-0.05145542204272771,40,29,-28.0,24.44957587905179,28,11.057015111080268,0.5630609797875916,-3.550424120948212,29,35,4,12,19,69,0.8731991385375639,40,40,28,3,66,12,0,0.3,12,"{""NO_FILL"":29,""STOP"":28,""TARGET"":12}"
2022_12,December 2022,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-11.646479493423227,-340.7486337029582,-0.1703743168514791,-0.09876771991390093,40,29,-27.0,20.18502732594083,27,13.137344416753017,0.8431779298546023,-6.814972674059164,29,35,3,13,19,69,0.7475936046644752,40,40,27,21,48,13,0,0.325,13,"{""NO_FILL"":29,""STOP"":27,""TARGET"":13}"
2022_12,December 2022,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-10.636181151947259,-290.2337166291598,-0.1451168583145799,-0.08412571496497386,40,29,-24.0,18.1953256674168,24,8.537474903396943,1.0,-5.804674332583196,29,35,0,16,19,69,0.7581385694757,40,40,24,65,4,16,0,0.4,16,"{""NO_FILL"":29,""STOP"":24,""TARGET"":16}"
2022_12,December 2022,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,-7.977135863960445,-157.28145222981914,-0.04558882673328091,-0.04558882673328091,69,0,-26.5,23.354370955403624,34,7.417745362758476,1.0,-3.1456290445963826,0,35,0,35,0,69,0.8812970171850424,40,40,34,0,0,35,0,0.5072463768115942,35,"{""SPLIT_CONTROL_STOP_NO_RETEST"":10,""SPLIT_CONTROL_TARGET_NO_RETEST"":19,""SPLIT_STOP_STOP"":24,""SPLIT_TARGET_TARGET"":16}"
2022_12,December 2022,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.548547526905162,-185.85203537705496,-0.053870155181755065,-0.053870155181755065,69,0,-31.75,28.0329592924589,43,12.152047698090264,0.5630609797875916,-3.7170407075410994,0,35,9,26,0,69,0.882927851730989,40,40,43,3,66,26,0,0.37681159420289856,26,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":14,""SPLIT_STOP_STOP"":28,""SPLIT_TARGET_TARGET"":12}"
2022_12,December 2022,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-10.884220876524793,-302.63570285803655,-0.08772049358203958,-0.08772049358203958,69,0,-30.25,24.197285942839265,40,12.734126418664232,0.8431779298546023,-6.052714057160731,0,35,6,29,0,69,0.7999102791021244,40,40,40,21,48,29,0,0.42028985507246375,29,"{""SPLIT_CONTROL_STOP_NO_RETEST"":13,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_STOP_STOP"":27,""SPLIT_TARGET_TARGET"":13}"
2022_12,December 2022,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-7.977135863960445,-157.28145222981914,-0.04558882673328091,-0.04558882673328091,69,0,-26.5,23.354370955403624,34,7.417745362758476,1.0,-3.1456290445963826,0,35,0,35,0,69,0.8812970171850424,40,40,34,65,4,35,0,0.5072463768115942,35,"{""SPLIT_CONTROL_STOP_NO_RETEST"":10,""SPLIT_CONTROL_TARGET_NO_RETEST"":19,""SPLIT_STOP_STOP"":24,""SPLIT_TARGET_TARGET"":16}"
2023_01,January 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,63.68513287570763,0.020880371434658238,0.020880371434658238,61,0,-30.0,31.273702657514153,30,9.735650644522998,1.0,1.2737026575141526,0,31,0,31,0,61,1.0424567552504718,0,36,30,0,0,31,0,0.5081967213114754,31,"{""STOP"":30,""TARGET"":31}"
2023_01,January 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,5.000815193541102,313.72589255276273,0.10286094837795498,0.10286094837795498,61,0,-37.0,43.27451785105526,37,8.843620007243306,0.5374262778506098,6.274517851055254,0,31,7,24,0,61,1.169581563542034,0,35,37,2,59,24,0,0.39344262295081966,24,"{""STOP"":37,""TARGET"":24}"
2023_01,January 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,5.427910172987398,335.08064152507757,0.10986250541805821,0.10986250541805821,61,0,-31.0,37.701612830501546,31,8.723251118276139,0.8169900908340721,6.701612830501551,0,31,1,30,0,61,1.216181059048437,0,36,31,21,40,30,0,0.4918032786885246,30,"{""STOP"":31,""TARGET"":30}"
2023_01,January 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,4.371486807268966,282.25947323915597,0.09254408958660851,0.09254408958660851,61,0,-30.0,35.645189464783115,30,9.735650644522998,1.0,5.645189464783119,0,31,0,31,0,61,1.1881729821594371,0,36,30,58,3,31,0,0.5081967213114754,31,"{""STOP"":30,""TARGET"":31}"
2023_01,January 2023,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,-9.150887952827336,-393.85926476565925,-0.21881070264758845,-0.1291341851690686,36,25,-23.0,15.122814704686816,23,10.07765422866931,1.0,-7.8771852953131845,25,31,0,13,18,61,0.6575136828124702,36,36,23,0,0,13,0,0.3611111111111111,13,"{""NO_FILL"":25,""STOP"":23,""TARGET"":13}"
2023_01,January 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-10.98956426409731,-485.7930803291579,-0.2775960459023759,-0.15927641978005175,35,26,-28.0,18.284138393416843,28,18.4405000188598,0.5374262778506098,-9.715861606583157,26,31,5,7,19,61,0.6530049426220301,35,35,28,2,59,7,0,0.2,7,"{""NO_FILL"":26,""STOP"":28,""TARGET"":7}"
2023_01,January 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-7.315259453758357,-302.07783981221024,-0.16782102211789457,-0.09904191469252795,36,25,-24.0,17.958443203755795,24,10.04032168936837,0.8169900908340721,-6.041556796244205,25,31,1,12,18,61,0.7482684668231582,36,36,24,21,40,12,0,0.3333333333333333,12,"{""NO_FILL"":25,""STOP"":24,""TARGET"":12}"
2023_01,January 2023,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-8.502536983009751,-361.44171627478,-0.20080095348598886,-0.11850548074582949,36,25,-23.0,15.7711656745044,23,10.07765422866931,1.0,-7.228834325495599,25,31,0,13,18,61,0.6857028554132348,36,36,23,58,3,13,0,0.3611111111111111,13,"{""NO_FILL"":25,""STOP"":23,""TARGET"":13}"
2023_01,January 2023,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,-6.863165964620504,-279.4731653553176,-0.0916305460181369,-0.0916305460181369,61,0,-24.75,19.160536692893654,30,9.593831689470825,1.0,-5.589463307106351,0,31,0,31,0,61,0.7741630987027739,36,36,30,0,0,31,0,0.5081967213114754,31,"{""SPLIT_CONTROL_STOP_NO_RETEST"":7,""SPLIT_CONTROL_TARGET_NO_RETEST"":18,""SPLIT_STOP_STOP"":23,""SPLIT_TARGET_TARGET"":13}"
2023_01,January 2023,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-6.991969399687704,-285.9133371086776,-0.09374207774055003,-0.09374207774055003,61,0,-30.25,24.531733257826446,37,14.871017788809443,0.5374262778506098,-5.718266742173552,0,31,7,24,0,61,0.8109663886884776,35,35,37,2,59,24,0,0.39344262295081966,24,"{""SPLIT_CONTROL_STOP_NO_RETEST"":9,""SPLIT_CONTROL_TARGET_NO_RETEST"":17,""SPLIT_STOP_STOP"":28,""SPLIT_TARGET_TARGET"":7}"
2023_01,January 2023,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-4.129467047071916,-142.78821947788816,-0.046815809664881365,-0.046815809664881365,61,0,-25.75,22.89423561044224,31,8.809499975679199,0.8169900908340721,-2.855764389557763,0,31,1,30,0,61,0.8890965285608637,36,36,31,21,40,30,0,0.4918032786885246,30,"{""SPLIT_CONTROL_STOP_NO_RETEST"":7,""SPLIT_CONTROL_TARGET_NO_RETEST"":18,""SPLIT_STOP_STOP"":24,""SPLIT_TARGET_TARGET"":12}"
2023_01,January 2023,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-5.284031035440074,-200.51641889629605,-0.06574308816272002,-0.06574308816272002,61,0,-24.75,20.739671622074084,30,9.593831689470825,1.0,-4.010328377925921,0,31,0,31,0,61,0.8379665301848115,36,36,30,58,3,31,0,0.5081967213114754,31,"{""SPLIT_CONTROL_STOP_NO_RETEST"":7,""SPLIT_CONTROL_TARGET_NO_RETEST"":18,""SPLIT_STOP_STOP"":23,""SPLIT_TARGET_TARGET"":13}"
2023_02,February 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,-37.608474178691296,-0.012131765864093967,-0.012131765864093967,62,0,-29.0,28.247830516426166,29,8.289195971320543,1.0,-0.752169483573826,0,33,0,33,0,62,0.9740631212560747,0,39,29,0,0,32,1,0.532258064516129,33,"{""STOP"":29,""TARGET"":32,""TIME_EXIT"":1}"
2023_02,February 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-12.622162339979436,-668.7165911776631,-0.2157150294121494,-0.2157150294121494,62,0,-40.0,26.625668176446737,40,18.96385555242614,0.5246343397556724,-13.374331823553263,0,33,11,22,0,62,0.6656417044111684,0,39,40,3,59,21,1,0.3548387096774194,22,"{""STOP"":40,""TARGET"":21,""TIME_EXIT"":1}"
2023_02,February 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.320530720567197,-453.63501020705115,-0.1463338742603391,-0.1463338742603391,62,0,-35.0,25.927299795858975,35,13.82569034097367,0.8771053197954091,-9.072700204141023,0,33,6,27,0,62,0.7407799941673993,0,39,35,17,45,26,1,0.43548387096774194,27,"{""STOP"":35,""TARGET"":26,""TIME_EXIT"":1}"
2023_02,February 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.04756094865769178,-35.23042674580671,-0.011364653788969906,-0.011364653788969906,62,0,-29.0,28.29539146508386,29,8.289195971320542,1.0,-0.7046085349161342,0,33,0,33,0,62,0.975703153968409,0,39,29,58,4,32,1,0.532258064516129,33,"{""STOP"":29,""TARGET"":32,""TIME_EXIT"":1}"
2023_02,February 2023,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,-0.03770417890906008,-39.493683124144304,-0.020253170832894515,-0.012739897781982033,39,23,-20.0,19.21012633751711,20,8.931903332233345,1.0,-0.789873662482886,23,33,0,19,14,62,0.9605063168758555,39,39,20,0,0,19,0,0.48717948717948717,19,"{""NO_FILL"":23,""STOP"":20,""TARGET"":19}"
2023_02,February 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-9.1183944415212,-493.5281962547514,-0.2530913826947443,-0.1592026439531456,39,23,-29.0,19.129436074904973,29,15.202452025263042,0.5246343397556724,-9.870563925095027,23,33,9,10,14,62,0.6596357267208611,39,39,29,3,59,10,0,0.2564102564102564,10,"{""NO_FILL"":23,""STOP"":29,""TARGET"":10}"
2023_02,February 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.265569357031682,-450.8869420302754,-0.23122407283603869,-0.14544740065492756,39,23,-25.0,15.982261159394492,25,12.401042492786566,0.8771053197954091,-9.017738840605508,23,33,5,14,14,62,0.6392904463757797,39,39,25,17,45,14,0,0.358974358974359,14,"{""NO_FILL"":23,""STOP"":25,""TARGET"":14}"
2023_02,February 2023,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.032186819477798445,-35.999133204801375,-0.01846109395118019,-0.011612623614452056,39,23,-20.0,19.28001733590397,20,8.931903332233345,1.0,-0.7199826640960275,23,33,0,19,14,62,0.9640008667951985,39,39,20,58,4,19,0,0.48717948717948717,19,"{""NO_FILL"":23,""STOP"":20,""TARGET"":19}"
2023_02,February 2023,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,-0.02827813418179692,-39.022380887781146,-0.012587864802510047,-0.012587864802510047,62,0,-22.25,21.46955238224438,29,8.382979346859251,1.0,-0.7804476177556229,0,33,0,33,0,62,0.9649237025727812,39,39,29,0,0,32,1,0.532258064516129,33,"{""SPLIT_CONTROL_STOP_NO_RETEST"":9,""SPLIT_CONTROL_TARGET_NO_RETEST"":13,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":20,""SPLIT_TARGET_TARGET"":19}"
