month,label,entry_policy,stop_policy,delta_vs_control_r,dollars_at_50_max_case_risk,expectancy_per_filled_case_r,expectancy_per_population_case_r,filled_cases,flat_cases,gross_negative_r,gross_positive_r,losing_cases,maximum_drawdown_r,median_stop_distance_ratio_to_control,net_r,no_fill_cases,original_positive_cases,original_positive_converted_to_loss,original_positive_retained,original_positive_unfilled,population,profit_factor,retest_filled_cases,retest_opportunity_cases,stop_disposition_cases,stop_fallbacks,stop_replacements,target_disposition_cases,time_exit_disposition_cases,win_rate_filled,winning_cases,outcome_counts_json
2023_02,February 2023,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-9.994336416135758,-537.3252949854792,-0.17333074031789653,-0.17333074031789653,62,0,-31.75,21.003494100290418,40,15.80552542001915,0.5246343397556724,-10.746505899709584,0,33,11,22,0,62,0.6615273732374934,39,39,40,3,59,21,1,0.3548387096774194,22,"{""SPLIT_CONTROL_STOP_NO_RETEST"":11,""SPLIT_CONTROL_TARGET_NO_RETEST"":11,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":29,""SPLIT_TARGET_TARGET"":10}"
2023_02,February 2023,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.279309697915561,-451.57395907446937,-0.14566901905628046,-0.14566901905628046,62,0,-27.5,18.468520818510612,35,12.431959739799575,0.8771053197954091,-9.031479181489388,0,33,6,27,0,62,0.6715825752185677,39,39,35,17,45,26,1,0.43548387096774194,27,"{""SPLIT_CONTROL_STOP_NO_RETEST"":10,""SPLIT_CONTROL_TARGET_NO_RETEST"":12,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":25,""SPLIT_TARGET_TARGET"":14}"
2023_02,February 2023,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.03603035177276903,-35.80695659005285,-0.011550631158081564,-0.011550631158081564,62,0,-22.25,21.533860868198943,29,8.382979346859251,1.0,-0.7161391318010569,0,33,0,33,0,62,0.9678139716044468,39,39,29,58,4,32,1,0.532258064516129,33,"{""SPLIT_CONTROL_STOP_NO_RETEST"":9,""SPLIT_CONTROL_TARGET_NO_RETEST"":13,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":20,""SPLIT_TARGET_TARGET"":19}"
2023_03,March 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,315.6049751134579,0.08529864192255618,0.08529864192255618,74,0,-34.0,40.31209950226915,34,6.329152978608155,1.0,6.312099502269158,0,40,0,40,0,74,1.1856499853608573,0,54,34,0,0,40,0,0.5405405405405406,40,"{""STOP"":34,""TARGET"":40}"
2023_03,March 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,16.85074216359387,1158.1420832931512,0.31301137386301386,0.31301137386301386,74,0,-44.0,67.16284166586304,44,7.642057943956008,0.4238525165311109,23.162841665863027,0,40,10,30,0,74,1.5264282196787056,0,54,44,2,72,30,0,0.40540540540540543,30,"{""STOP"":44,""TARGET"":30}"
2023_03,March 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2.6187587817303353,446.54291419997463,0.12068727410810126,0.12068727410810126,74,0,-38.0,46.93085828399949,38,7.141175495128495,0.794465687406773,8.930858283999493,0,40,4,36,0,74,1.2350225864210393,0,54,38,23,51,36,0,0.4864864864864865,36,"{""STOP"":38,""TARGET"":36}"
2023_03,March 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-1.3814110002431281,246.53442510130148,0.06663092570305446,0.06663092570305446,74,0,-35.0,39.93068850202602,35,6.280061851346925,1.0,4.93068850202603,0,40,1,39,0,74,1.1408768143436006,0,54,35,65,9,39,0,0.527027027027027,39,"{""STOP"":35,""TARGET"":39}"
2023_03,March 2023,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,-11.068158412772133,-237.80294552514877,-0.08807516500931437,-0.06427106635814832,54,20,-30.0,25.243941089497024,30,11.451841168595994,1.0,-4.756058910502976,20,40,0,24,16,74,0.8414647029832342,54,54,30,0,0,24,0,0.4444444444444444,24,"{""NO_FILL"":20,""STOP"":30,""TARGET"":24}"
2023_03,March 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-4.195907544282012,105.80959789935727,0.039188739962724914,0.02859718862144791,54,20,-38.0,40.11619195798714,38,11.06519515274182,0.4238525165311109,2.1161919579871453,20,40,8,16,16,74,1.055689262052293,54,54,38,2,72,16,0,0.2962962962962963,16,"{""NO_FILL"":20,""STOP"":38,""TARGET"":16}"
2023_03,March 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-12.14627141251384,-291.7085955122341,-0.10804022056008672,-0.07884016094925247,54,20,-34.0,28.16582808975532,34,12.413793091571904,0.794465687406773,-5.834171910244683,20,40,4,20,16,74,0.8284067085222153,54,54,34,23,51,20,0,0.37037037037037035,20,"{""NO_FILL"":20,""STOP"":34,""TARGET"":20}"
2023_03,March 2023,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-12.35342510772009,-302.06628027254663,-0.1118764001009432,-0.08163953520879638,54,20,-31.0,24.958674394549067,31,12.689797193221654,1.0,-6.041325605450933,20,40,1,23,16,74,0.8051185288564215,54,54,31,65,9,23,0,0.42592592592592593,23,"{""NO_FILL"":20,""STOP"":31,""TARGET"":23}"
2023_03,March 2023,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,-8.3011188095791,-99.4509653654971,-0.026878639287972187,-0.026878639287972187,74,0,-31.0,29.01098069269006,34,9.015463791957728,1.0,-1.9890193073099418,0,40,0,40,0,74,0.9358380868609697,54,54,34,0,0,40,0,0.5405405405405406,40,"{""SPLIT_CONTROL_STOP_NO_RETEST"":4,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_STOP_STOP"":30,""SPLIT_TARGET_TARGET"":24}"
2023_03,March 2023,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,1.0657548826869583,368.8927192478058,0.09970073493183941,0.09970073493183941,74,0,-39.5,46.877854384956116,44,8.241582550492275,0.4238525165311109,7.377854384956116,0,40,10,30,0,74,1.1867811236697752,54,54,44,2,72,30,0,0.40540540540540543,30,"{""SPLIT_CONTROL_STOP_NO_RETEST"":6,""SPLIT_CONTROL_TARGET_NO_RETEST"":14,""SPLIT_STOP_STOP"":38,""SPLIT_TARGET_TARGET"":16}"
2023_03,March 2023,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-8.455013863952797,-107.14571808418192,-0.02895830218491403,-0.02895830218491403,74,0,-35.0,32.85708563831637,38,9.895166763479255,0.794465687406773,-2.1429143616836384,0,40,4,36,0,74,0.9387738753804677,54,54,38,23,51,36,0,0.4864864864864865,36,"{""SPLIT_CONTROL_STOP_NO_RETEST"":4,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_STOP_STOP"":34,""SPLIT_TARGET_TARGET"":20}"
2023_03,March 2023,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-9.610421580850849,-164.91610392908456,-0.044571919980833666,-0.044571919980833666,74,0,-32.0,28.701677921418312,35,9.904980910435224,1.0,-3.298322078581691,0,40,1,39,0,74,0.8969274350443223,54,54,35,65,9,39,0,0.527027027027027,39,"{""SPLIT_CONTROL_STOP_NO_RETEST"":4,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_STOP_STOP"":31,""SPLIT_TARGET_TARGET"":23}"
2023_04,April 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,-358.8398915074937,-0.12815710410981918,-0.12815710410981918,56,0,-31.053082191780813,23.876284361630937,32,9.158689178238376,1.0,-7.176797830149874,0,24,0,24,0,56,0.7688861354944841,0,35,31,0,0,23,2,0.42857142857142855,24,"{""STOP"":31,""TARGET"":23,""TIME_EXIT"":2}"
2023_04,April 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,11.021054254681177,192.21282122656515,0.0686474361523447,0.0686474361523447,56,0,-37.22298720649436,41.067243631025676,38,9.22298720649436,0.4419208552232684,3.844256424531303,0,24,6,18,0,56,1.1032764082905362,0,35,37,1,55,18,1,0.32142857142857145,18,"{""STOP"":37,""TARGET"":18,""TIME_EXIT"":1}"
2023_04,April 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,7.827874129442916,32.553814964652105,0.011626362487375752,0.011626362487375752,56,0,-34.06289080330683,34.713967102599874,35,9.194689567234743,0.6731118204231394,0.6510762992930421,0,24,3,21,0,56,1.019113947288051,0,35,34,12,44,21,1,0.375,21,"{""STOP"":34,""TARGET"":21,""TIME_EXIT"":1}"
2023_04,April 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.04759727705223238,-356.4600276548821,-0.12730715273388646,-0.12730715273388646,56,0,-31.053082191780813,23.92388163868317,32,9.111091901186143,1.0,-7.1292005530976414,0,24,0,24,0,56,0.7704189069198222,0,35,31,53,3,23,2,0.42857142857142855,24,"{""STOP"":31,""TARGET"":23,""TIME_EXIT"":2}"
2023_04,April 2023,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,8.1413850645529,48.229361720151246,0.027559635268657855,0.01722477204291116,35,21,-18.02811950790859,18.99270674231161,19,5.0,1.0,0.964587234403025,21,24,0,16,8,56,1.0535045950843558,35,35,18,0,0,15,2,0.45714285714285713,16,"{""NO_FILL"":21,""STOP"":18,""TARGET"":15,""TIME_EXIT"":2}"
2023_04,April 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,15.212323464847415,401.77628173487705,0.22958644670564402,0.1434915291910275,35,21,-24.129009963715855,32.16453559841339,25,7.545027449794032,0.4419208552232684,8.03552563469754,21,24,6,10,8,56,1.3330234289256377,35,35,24,1,55,10,1,0.2857142857142857,10,"{""NO_FILL"":21,""STOP"":24,""TARGET"":10,""TIME_EXIT"":1}"
2023_04,April 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,13.174789761752592,299.89959658013595,0.17137119804579198,0.10710699877861998,35,21,-21.033478556536135,27.031470488138854,22,5.0,0.6731118204231394,5.997991931602719,21,24,3,13,8,56,1.2851640500395902,35,35,21,12,44,13,1,0.37142857142857144,13,"{""NO_FILL"":21,""STOP"":21,""TARGET"":13,""TIME_EXIT"":1}"
2023_04,April 2023,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,8.1413850645529,48.229361720151246,0.027559635268657855,0.01722477204291116,35,21,-18.02811950790859,18.99270674231161,19,5.0,1.0,0.964587234403025,21,24,0,16,8,56,1.0535045950843558,35,35,18,53,3,15,2,0.45714285714285713,16,"{""NO_FILL"":21,""STOP"":18,""TARGET"":15,""TIME_EXIT"":2}"
2023_04,April 2023,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,6.106038798414675,-53.537951586759945,-0.01912069699527141,-0.01912069699527141,56,0,-21.284360178876643,20.213601147141443,32,5.03085991678225,1.0,-1.070759031735199,0,24,0,24,0,56,0.9496926840771159,35,35,31,0,0,23,2,0.42857142857142855,24,"{""SPLIT_CONTROL_STOP_NO_RETEST"":13,""SPLIT_CONTROL_TARGET_NO_RETEST"":8,""SPLIT_STOP_STOP"":18,""SPLIT_TARGET_TARGET"":15,""SPLIT_TIME_EXIT_TIME_EXIT"":2}"
2023_04,April 2023,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,14.164506162305852,349.3854166077989,0.12478050593135674,0.12478050593135674,56,0,-27.402504274410482,34.39021260656645,38,6.654444567870508,0.4419208552232684,6.987708332155978,0,24,6,18,0,56,1.2550025451024693,35,35,37,1,55,18,1,0.32142857142857145,18,"{""SPLIT_CONTROL_STOP_NO_RETEST"":13,""SPLIT_CONTROL_TARGET_NO_RETEST"":8,""SPLIT_STOP_STOP"":24,""SPLIT_TARGET_TARGET"":10,""SPLIT_TIME_EXIT_TIME_EXIT"":1}"
2023_04,April 2023,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,11.838060853675172,233.0631511762649,0.08323683970580889,0.08323683970580889,56,0,-24.290831618228808,28.952094641754105,35,5.290831618228808,0.6731118204231394,4.661263023525298,0,24,3,21,0,56,1.1918939251148282,35,35,34,12,44,21,1,0.375,21,"{""SPLIT_CONTROL_STOP_NO_RETEST"":13,""SPLIT_CONTROL_TARGET_NO_RETEST"":8,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":13,""SPLIT_TIME_EXIT_TIME_EXIT"":1}"
2023_04,April 2023,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,6.117938117677733,-52.94298562360705,-0.018908209151288234,-0.018908209151288234,56,0,-21.284360178876643,20.2255004664045,32,5.03085991678225,1.0,-1.058859712472141,0,24,0,24,0,56,0.9502517480641494,35,35,31,53,3,23,2,0.42857142857142855,24,"{""SPLIT_CONTROL_STOP_NO_RETEST"":13,""SPLIT_CONTROL_TARGET_NO_RETEST"":8,""SPLIT_STOP_STOP"":18,""SPLIT_TARGET_TARGET"":15,""SPLIT_TIME_EXIT_TIME_EXIT"":2}"
2023_05,May 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,11.830489973355537,0.0031974297225285235,0.0031974297225285235,74,0,-36.0,36.236609799467104,36,9.15225282177893,1.0,0.23660979946711075,0,38,0,38,0,74,1.0065724944296417,0,44,36,0,0,37,1,0.5135135135135135,38,"{""STOP"":36,""TARGET"":37,""TIME_EXIT"":1}"
2023_05,May 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-6.675715945396558,-321.95530729647237,-0.0870149479179655,-0.0870149479179655,74,0,-51.0,44.56089385407054,51,13.870745935699496,0.43495029440432753,-6.439106145929447,0,38,15,23,0,74,0.8737430167464812,0,44,51,5,69,23,0,0.3108108108108108,23,"{""STOP"":51,""TARGET"":23}"
2023_05,May 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,4.897849355635145,256.7229577551128,0.06938458317705751,0.06938458317705751,74,0,-40.0,45.134459155102256,40,12.039692961207514,0.7525724908943702,5.134459155102256,0,38,4,34,0,74,1.1283614788775564,0,44,40,17,57,33,1,0.4594594594594595,34,"{""STOP"":40,""TARGET"":33,""TIME_EXIT"":1}"
2023_05,May 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,1.3486358730539891,79.262283626055,0.021422238817852702,0.021422238817852702,74,0,-36.0,37.58524567252109,36,9.152252821778932,1.0,1.5852456725211,0,38,0,38,0,74,1.0440346020144746,0,44,36,64,10,37,1,0.5135135135135135,38,"{""STOP"":36,""TARGET"":37,""TIME_EXIT"":1}"
2023_05,May 2023,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,-8.79726403721351,-428.03271188732,-0.19456032358514544,-0.1156845167263027,44,30,-26.0,17.439345762253602,26,13.470773437351369,1.0,-8.5606542377464,30,38,0,18,20,74,0.6707440677789847,44,44,26,0,0,18,0,0.4090909090909091,18,"{""NO_FILL"":30,""STOP"":26,""TARGET"":18}"
2023_05,May 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-12.758807592887555,-626.1098896710222,-0.2845954043959192,-0.16921888910027627,44,30,-34.0,21.477802206579554,34,19.154192818872055,0.43495029440432753,-12.522197793420444,30,38,8,10,20,74,0.6317000648993987,44,44,34,5,69,10,0,0.22727272727272727,10,"{""NO_FILL"":30,""STOP"":34,""TARGET"":10}"
2023_05,May 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-2.6360557777393554,-119.97229891361224,-0.054532863142551014,-0.03242494565232763,44,30,-27.0,24.600554021727753,27,11.21268724325361,0.7525724908943702,-2.3994459782722446,30,38,1,17,20,74,0.9111316304343612,44,44,27,17,57,17,0,0.38636363636363635,17,"{""NO_FILL"":30,""STOP"":27,""TARGET"":17}"
2023_05,May 2023,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-8.706238023231178,-423.48141118820337,-0.19249155054009243,-0.11445443545627118,44,30,-26.0,17.530371776235935,26,13.470773437351369,1.0,-8.469628223764067,30,38,0,18,20,74,0.6742450683167667,44,44,26,64,10,18,0,0.4090909090909091,18,"{""NO_FILL"":30,""STOP"":26,""TARGET"":18}"
2023_05,May 2023,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,-6.597948027910131,-318.066911422151,-0.08596403011409487,-0.08596403011409487,74,0,-28.5,22.138661771556976,36,10.559593169984169,1.0,-6.36133822844302,0,38,0,38,0,74,0.7767951498791921,44,44,36,0,0,37,1,0.5135135135135135,38,"{""SPLIT_CONTROL_STOP_NO_RETEST"":10,""SPLIT_CONTROL_TARGET_NO_RETEST"":19,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":26,""SPLIT_TARGET_TARGET"":18}"
2023_05,May 2023,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-11.238034681014806,-550.0712440773848,-0.14866790380469858,-0.14866790380469858,74,0,-38.25,27.248575118452308,51,17.265555768001107,0.43495029440432753,-11.001424881547695,0,38,15,23,0,74,0.7123810488484263,44,44,51,5,69,23,0,0.3108108108108108,23,"{""SPLIT_CONTROL_STOP_NO_RETEST"":17,""SPLIT_CONTROL_TARGET_NO_RETEST"":13,""SPLIT_STOP_STOP"":34,""SPLIT_TARGET_TARGET"":10}"
2023_05,May 2023,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-0.7525794943957296,-25.798484746430944,-0.006972563444981336,-0.006972563444981336,74,0,-30.25,29.734030305071375,40,9.328201651471739,0.7525724908943702,-0.5159696949286189,0,38,4,34,0,74,0.9829431505808719,44,44,40,17,57,33,1,0.4594594594594595,34,"{""SPLIT_CONTROL_STOP_NO_RETEST"":13,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":27,""SPLIT_TARGET_TARGET"":17}"
2023_05,May 2023,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,-6.192519549159883,-297.7954874846386,-0.08048526688774016,-0.08048526688774016,74,0,-28.5,22.544090250307228,36,10.559593169984169,1.0,-5.955909749692772,0,38,0,38,0,74,0.7910207105370958,44,44,36,64,10,37,1,0.5135135135135135,38,"{""SPLIT_CONTROL_STOP_NO_RETEST"":10,""SPLIT_CONTROL_TARGET_NO_RETEST"":19,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":26,""SPLIT_TARGET_TARGET"":18}"
2023_06,June 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,-548.2252062600768,-0.174039748019072,-0.174039748019072,63,0,-37.0,26.035495874798464,37,11.855805495064512,1.0,-10.964504125201536,0,26,0,26,0,63,0.7036620506702288,0,34,37,0,0,26,0,0.4126984126984127,26,"{""STOP"":37,""TARGET"":26}"
2023_06,June 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-9.456872290123528,-1021.0688207662532,-0.32414883198928673,-0.32414883198928673,63,0,-49.0,28.57862358467494,49,20.421376415325064,0.5182841614907188,-20.421376415325064,0,26,12,14,0,63,0.5832372160137743,0,34,49,5,58,14,0,0.2222222222222222,14,"{""STOP"":49,""TARGET"":14}"
2023_06,June 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,11.123981783310397,7.973882905443036,0.002531391398553345,0.002531391398553345,63,0,-40.0,40.15947765810884,40,11.105436506093941,0.7990108728480619,0.15947765810886072,0,26,3,23,0,63,1.003986941452721,0,34,40,17,46,23,0,0.36507936507936506,23,"{""STOP"":40,""TARGET"":23}"
2023_06,June 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.1882196377777916,-538.8142243711873,-0.17105213472101183,-0.17105213472101183,63,0,-37.0,26.223715512576256,37,11.66758585728672,1.0,-10.776284487423744,0,26,0,26,0,63,0.7087490679074664,0,34,37,53,10,26,0,0.4126984126984127,26,"{""STOP"":37,""TARGET"":26}"
2023_06,June 2023,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,0.8536799335745009,-505.5412095813518,-0.2973771821066775,-0.16048927288296883,34,29,-22.0,11.889175808372967,22,11.23005757018874,1.0,-10.110824191627035,29,26,0,12,14,63,0.5404170821987712,34,34,22,0,0,12,0,0.35294117647058826,12,"{""NO_FILL"":29,""STOP"":22,""TARGET"":12}"
2023_06,June 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2.7166346849771568,-412.393472011219,-0.24258439530071704,-0.1309185625432441,34,29,-29.0,20.752130559775622,29,11.0,0.5182841614907188,-8.24786944022438,29,26,7,5,14,63,0.7155907089577801,34,34,29,5,58,5,0,0.14705882352941177,5,"{""NO_FILL"":29,""STOP"":29,""TARGET"":5}"
2023_06,June 2023,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,16.83716370153413,293.6329788166297,0.17272528165684098,0.09321681867194594,34,29,-22.0,27.87265957633259,22,8.731870810481409,0.7990108728480619,5.872659576332594,29,26,0,12,14,63,1.2669390716514815,34,34,22,17,46,12,0,0.35294117647058826,12,"{""NO_FILL"":29,""STOP"":22,""TARGET"":12}"
2023_06,June 2023,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,1.0388173936066494,-496.2843365797443,-0.29193196269396726,-0.15755058304118869,34,29,-22.0,12.074313268405115,22,11.04492011015659,1.0,-9.925686731594887,29,26,0,12,14,63,0.5488324212911416,34,34,22,53,10,12,0,0.35294117647058826,12,"{""NO_FILL"":29,""STOP"":22,""TARGET"":12}"
2023_06,June 2023,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,0.6402599501808766,-516.212208751033,-0.1638768916669946,-0.1638768916669946,63,0,-25.75,15.42575582497934,37,11.386494551407681,1.0,-10.32424417502066,0,26,0,26,0,63,0.5990584786399744,34,34,37,0,0,26,0,0.4126984126984127,26,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":14,""SPLIT_STOP_STOP"":22,""SPLIT_TARGET_TARGET"":12}"
2023_06,June 2023,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-0.326742058798013,-564.5623091999774,-0.17922612990475476,-0.17922612990475476,63,0,-34.0,22.708753816000453,49,12.114882173509253,0.5182841614907188,-11.291246183999549,0,26,12,14,0,63,0.6679045240000133,34,34,49,5,58,14,0,0.2222222222222222,14,"{""SPLIT_CONTROL_STOP_NO_RETEST"":20,""SPLIT_CONTROL_TARGET_NO_RETEST"":9,""SPLIT_STOP_STOP"":29,""SPLIT_TARGET_TARGET"":5}"
2023_06,June 2023,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,15.408868221978196,222.218204838833,0.07054546185359778,0.07054546185359778,63,0,-26.5,30.94436409677666,40,9.325262234384542,0.7990108728480619,4.44436409677666,0,26,3,23,0,63,1.1677118527085533,34,34,40,17,46,23,0,0.36507936507936506,23,"{""SPLIT_CONTROL_STOP_NO_RETEST"":18,""SPLIT_CONTROL_TARGET_NO_RETEST"":11,""SPLIT_STOP_STOP"":22,""SPLIT_TARGET_TARGET"":12}"
2023_06,June 2023,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,0.8261679546494349,-506.91680852760504,-0.16092597096114447,-0.16092597096114447,63,0,-25.75,15.6116638294479,37,11.200586546939123,1.0,-10.138336170552101,0,26,0,26,0,63,0.6062782069688505,34,34,37,53,10,26,0,0.4126984126984127,26,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":14,""SPLIT_STOP_STOP"":22,""SPLIT_TARGET_TARGET"":12}"
2023_07,July 2023,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,0.0,-4.61813346601853,-0.001300882666484093,-0.001300882666484093,71,0,-36.04564315352696,35.953280484206594,37,9.237097157806325,1.0,-0.0923626693203706,0,34,0,34,0,71,0.9974376190507416,0,43,36,0,0,32,3,0.4788732394366197,34,"{""STOP"":36,""TARGET"":32,""TIME_EXIT"":3}"
2023_07,July 2023,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,-14.77124564249312,-743.1804155906746,-0.20934659594103508,-0.20934659594103508,71,0,-45.05430853596176,30.19070022414827,46,16.553549763294164,0.6946316262353593,-14.863608311813492,0,34,9,25,0,71,0.6700957401232881,0,43,45,10,61,24,2,0.352112676056338,25,"{""STOP"":45,""TARGET"":24,""TIME_EXIT"":2}"
2023_07,July 2023,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,7.177172085824959,354.24047082522947,0.09978604811978295,0.09978604811978295,71,0,-39.04590209540084,46.130711511905425,40,6.502491247549848,0.837692511949016,7.084809416504589,0,34,3,31,0,71,1.1814482195646108,0,43,39,25,46,29,3,0.43661971830985913,31,"{""STOP"":39,""TARGET"":29,""TIME_EXIT"":3}"
2023_07,July 2023,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,1.257375858957618,58.25065948186238,0.01640863647376405,0.01640863647376405,71,0,-36.04564315352696,37.21065634316421,37,8.641789518317715,1.0,1.1650131896372475,0,34,0,34,0,71,1.0323204994477468,0,43,36,59,12,32,3,0.4788732394366197,34,"{""STOP"":36,""TARGET"":32,""TIME_EXIT"":3}"
