broken_m5_control_identity,broken_m5_control_level,confirmation_at,confirmation_bar_identity,control_entry_at,control_entry_price,control_stop,deadline,decision_at,delta_vs_original_r,direction,distance_ratio_to_control,dollars_at_50_max_case_risk,effective_stop_policy,entry_at,entry_policy,entry_price,filled,geometry_sha256,mae_r,mfe_r,month,net_r,original_net_r,original_outcome,original_resolution_at,outcome,policy_result_sha256,resolution_at,retest_disposition,retest_expiry_at,retest_fill_at,retest_level,retest_opportunity,retest_used,route,row_sha256,source_h1_swing_identity,stop,stop_atr14,stop_buffer,stop_fallback_reason,stop_policy,stop_replaced_control,stop_source_identity,stop_source_known_at,stop_source_level,target,trade_identity
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,CONTROL_NEXT_M1_OPEN,1841.22,True,be6c686a7b84f8bda6febf15d22138a023c3c2ccca162017fe984344f794794e,1.0319457889641972,0.8354307841239054,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,10a589f1d3520682635f88b0e05bc0c6067851558aa43fec858332b2c21b1dc3,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,False,INITIAL_CONFIRMATION_STOP,2e0c93379df276fd85a5c220b432e2fe27aec56ce9c84af0de9fce837b8c5205,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,,,,CONTROL_V2_FILLED_STOP,False,,2023-01-03T16:30:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,0.4459480016595179,-50.0,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2023-01-03T16:30:00Z,CONTROL_NEXT_M1_OPEN,1841.22,True,356e979dd29c694e8bd5e9af7333965b2279bff10d3fe720557b4a09c2911a44,1.0940722248926327,1.8733816073062217,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,ab5951be60db346304bd89ee1308c6bbb8855b231de31963b49f17b9d19cec89,2023-01-03T17:22:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,False,INITIAL_CONFIRMATION_STOP,93945c944455865eacfd8e9d4dca53728bee82e0b5ddb4cfc5d24b889716d6d1,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1836.6133571428572,1.7328571428571098,0.0866428571428555,,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,True,9fd20398e50cf30d85579d73a39ae80cd9598e2ff3f56865850d54ffbd6b8bf8,2023-01-03T16:20:00Z,1836.7,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,CONTROL_NEXT_M1_OPEN,1841.22,True,33ed26606183364f1f582edcdae660e7df9221220445fe9f57bc96ad2fc325f3,1.0319457889641972,0.8354307841239054,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,85a9aad5ab99b7c77aeecda984aef12cd9818f81fd9bbcfe5bb7d8fe30c3b2c1,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,False,INITIAL_CONFIRMATION_STOP,ae6a7367caffd9e8df81eeb9462ca5dc093bc466cfe52a9c416003b3ff3ec757,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,2.687142857142817,0.13435714285714084,NOT_STRICTLY_CLOSER_THAN_CONTROL,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,False,3f2ba6549e93777d77c37f97d3dc23b17580dde4e46d2ceec7322aab92ba1ffb,2023-01-03T14:15:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,CONTROL_NEXT_M1_OPEN,1841.22,True,697bd7752ec21516c37d1c8264d590225dea70fa98b41748ade45c15276e62c0,1.0319457889641972,0.8354307841239054,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,6a2adbaab343d3d51c8375f910f5f1ee00ab3821ef2dc05c7ab1aee1393fe189,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,False,INITIAL_CONFIRMATION_STOP,dce84591e40c428748ab930034e0cd8f18b8bdc751e098cde5132c7f534ad443,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,6.482857142857158,0.32414285714285795,NOT_STRICTLY_CLOSER_THAN_CONTROL,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,False,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,2023-01-03T16:00:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1840.54,True,be6c686a7b84f8bda6febf15d22138a023c3c2ccca162017fe984344f794794e,1.0341968911917263,0.9647668393782464,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,a38c8b912e054eeeed62ec3cf0cf17ccf642f024a7ca5c5dfa77dd1ada841140,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,True,INITIAL_CONFIRMATION_STOP,850ab05217dd45e728ca0baded63f52f27799ab2f597f942fb74bcd04f46bfc1,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,,,,CONTROL_V2_FILLED_STOP,False,,2023-01-03T16:30:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,0.4459480016595179,-50.0,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2023-01-03T16:30:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1840.54,True,356e979dd29c694e8bd5e9af7333965b2279bff10d3fe720557b4a09c2911a44,1.110363269241276,2.3709821184946,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,7ddcd7b281bdfbb757d567b0aec08d5e6d395123b2ea68c6c4d75613c6189797,2023-01-03T17:22:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,True,INITIAL_CONFIRMATION_STOP,7a3e2950176bb4abf29937a25c9a9fe4026939ef3b9b4a2fb0395d5b19abbe8a,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1836.6133571428572,1.7328571428571098,0.0866428571428555,,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,True,9fd20398e50cf30d85579d73a39ae80cd9598e2ff3f56865850d54ffbd6b8bf8,2023-01-03T16:20:00Z,1836.7,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1840.54,True,33ed26606183364f1f582edcdae660e7df9221220445fe9f57bc96ad2fc325f3,1.0341968911917263,0.9647668393782464,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,b8c964c766e7c340b09ee01658e127939f31e26355bec73b7654799449771dec,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,True,INITIAL_CONFIRMATION_STOP,419296f56d4b2dc0a822e6b4a35c1b941ec79e9130b28d2e366434c12c1964e4,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,2.687142857142817,0.13435714285714084,NOT_STRICTLY_CLOSER_THAN_CONTROL,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,False,3f2ba6549e93777d77c37f97d3dc23b17580dde4e46d2ceec7322aab92ba1ffb,2023-01-03T14:15:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1840.54,True,697bd7752ec21516c37d1c8264d590225dea70fa98b41748ade45c15276e62c0,1.0341968911917263,0.9647668393782464,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,STOP,ff5a0d5416129a19f7156a4fb30dbbe9e95469719cc3564395e58dbcf4b127ea,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,True,INITIAL_CONFIRMATION_STOP,6fa16279d6cf3938ce74d20447985849f553609d65943305004b860813332173,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,6.482857142857158,0.32414285714285795,NOT_STRICTLY_CLOSER_THAN_CONTROL,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,False,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,2023-01-03T16:00:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,1.0,-50.0,CONTROL_V2_FILLED_STOP,2023-01-03T16:30:00Z,CONFIRMED_25_75_RETEST_SPLIT,1841.22,True,be6c686a7b84f8bda6febf15d22138a023c3c2ccca162017fe984344f794794e,1.033634115634844,0.9324328255646611,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,SPLIT_STOP_STOP,df7c1bacc354e495d5bafcd5fd616521b4e10d3452639e3df4140ae825f4af75,2023-01-03T17:33:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,True,INITIAL_CONFIRMATION_STOP,a520109ec63b327d0e480550fab54b2d25dea4f58b963cfc40825ae204abbe57,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1830.89,,,,CONTROL_V2_FILLED_STOP,False,,2023-01-03T16:30:00Z,1830.89,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
da281ce0cb09af91a5934d4e5e3f00428a6a928da5f1aad6615a76d18ec8ebd8,1840.54,2023-01-03T16:30:00Z,4ee3470540e6d9696d72c210d0af0f941f83380718f40f4c663a2d4b18d8402f,2023-01-03T16:30:00Z,1841.22,1830.89,2023-02-01T00:00:00Z,2023-01-03T16:00:00Z,0.0,LONG,0.4459480016595179,-50.0,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2023-01-03T16:30:00Z,CONFIRMED_25_75_RETEST_SPLIT,1841.22,True,356e979dd29c694e8bd5e9af7333965b2279bff10d3fe720557b4a09c2911a44,1.1062905081541152,2.2465819906975053,2023_01,-1.0,-1.0,STOP,2023-01-03T17:33:00Z,SPLIT_STOP_STOP,f560fb01a2275c07918b7a5e1fb88b6dcb45ecd8eeaed0e72fdb1314e7a07767,2023-01-03T17:22:00Z,FIRST_RETEST_FILLED,2023-01-03T16:45:00Z,2023-01-03T16:30:00Z,1840.54,True,True,INITIAL_CONFIRMATION_STOP,082bedc18c76cff225f2cac46e88547c0f752cdc7872e5c694b09547f882a03b,166291ee777fc01bd9995f8c695974a1740db89489d546c6d4dff2b08d746aca,1836.6133571428572,1.7328571428571098,0.0866428571428555,,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,True,9fd20398e50cf30d85579d73a39ae80cd9598e2ff3f56865850d54ffbd6b8bf8,2023-01-03T16:20:00Z,1836.7,1849.98,dc16b6bb76d83e56bcf5e10c9719149c2fabf63aee349040003b69d18b69b560
