control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
STOP,-1.0,2023-10-02T11:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-02T08:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1879.84,92ebcc173c32981991ad3018ad001996ff43843b0003d50d3b2e4380abe77d70
TARGET,0.04470938897167703,2023-10-02T12:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-02T09:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1839.24,ab61ab2bf9a71da246784035f7297af3aa4876d65ebccae7aaaedea6897cfeb6
STOP,-1.0,2023-10-02T15:00:00Z,LONG,2023-10-02T15:05:00Z,1836.88,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-02T12:00:00Z,2023-10-02T17:09:00Z,INITIAL_CONFIRMATION_STOP,1831.12,1846.25,662a4403c8e5e719c244ece8417c8c90bbe4ca6be5f2ea7a5499190acc07f850
STOP,-1.0,2023-10-02T20:00:00Z,LONG,2023-10-02T21:15:00Z,1833.23,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-02T17:00:00Z,2023-10-03T02:03:00Z,INITIAL_CONFIRMATION_STOP,1827.14,1840.6,22b571519a37577e12154f183107731b5b58436ddf05b868753eab8f1d594d78
STOP,-1.0,2023-10-03T05:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-03T02:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1840.6,e35bbc17c69815dbb7d3de3f93984c7558edf18db4bf281131864a2ac2feaaae
STOP,-1.0,2023-10-03T08:00:00Z,LONG,2023-10-03T09:10:00Z,1821.94,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-03T05:00:00Z,2023-10-05T15:38:00Z,INITIAL_CONFIRMATION_STOP,1815.32,1840.6,92fb9b6655cf9a8df625e616946c0ab97d488494901f90a6deea5b0dc25dcdac
STOP,-1.0,2023-10-03T14:00:00Z,SHORT,2023-10-03T14:05:00Z,1825.28,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-03T11:00:00Z,2023-10-03T15:18:00Z,INITIAL_CONFIRMATION_STOP,1829.12,1815.32,f5e0477ab9c7d4d0e022e60559d6d57177b121406cc9548bbda5a1efee6f80b1
TARGET,0.9089947089947419,2023-10-03T20:00:00Z,SHORT,2023-10-03T20:10:00Z,1824.24,EXPOSED_HISTORICAL_REGRESSION,True,0.9780701754386162,TARGET,2023-10-03T17:00:00Z,2023-10-05T15:38:00Z,INITIAL_CONFIRMATION_TARGET,1833.36,1815.32,616c2aefb0589ef99eb11a065c47f7b6f1d8dfcdb54c5a0862fb109348b52c9e
STOP,-1.0,2023-10-03T20:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-03T17:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1829.12,803ad01edaf6f904e30839df90015738f972a00c1f42561e55ae3609432abe28
STOP,-1.0,2023-10-04T02:00:00Z,LONG,2023-10-04T02:25:00Z,1824.65,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-03T21:00:00Z,2023-10-04T03:10:00Z,INITIAL_CONFIRMATION_STOP,1821.94,1833.36,ec1d5b9cf85faecf71bfb8814597a7df53bf5f590519fe0df9e4643d5f25f7b1
STOP,-1.0,2023-10-04T09:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-04T06:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1825.02,27b19994cb0d92a24f26b26c40976a413c448e203efdc4c430f0e4515dce7d03
TARGET,0.11356466876972186,2023-10-04T12:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-04T09:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1823.78,b58ee9ab9eb050ea1c18ebdafae848aa3d03574b35de7b038b9ba64aac4ce60f
TARGET,0.13966942148760886,2023-10-04T18:00:00Z,SHORT,2023-10-04T21:35:00Z,1817.41,EXPOSED_HISTORICAL_REGRESSION,True,0.05267175572519537,TARGET,2023-10-04T15:00:00Z,2023-10-04T21:40:00Z,INITIAL_CONFIRMATION_TARGET,1830.51,1816.72,108048c65f4ed6a56517dd666180c18218b4aef1ba141b68f9257c885cdccff4
STOP,-1.0,2023-10-04T20:00:00Z,LONG,2023-10-04T22:20:00Z,1819.64,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-04T17:00:00Z,2023-10-05T15:38:00Z,RECLAIM_CONFIRMATION_STOP,1816.6200000000001,1830.51,6be11774f6703e152f1cfa1b511d98de805379a051c1f0f2ece0e25c550a6940
STOP,-1.0,2023-10-05T02:00:00Z,LONG,2023-10-05T02:05:00Z,1822.52,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-04T21:00:00Z,2023-10-05T15:38:00Z,INITIAL_CONFIRMATION_STOP,1816.64,1830.51,21e052b0cc226c290d3b2a7748d2d913da5d9f63c889007de1f782e35d9e19cb
TARGET,0.8071942446042969,2023-10-05T10:00:00Z,SHORT,2023-10-05T10:05:00Z,1822.52,EXPOSED_HISTORICAL_REGRESSION,True,0.8802395209580578,TARGET,2023-10-05T07:00:00Z,2023-10-05T15:38:00Z,INITIAL_CONFIRMATION_TARGET,1829.2,1816.64,a8be7ac13b7324aceb32a73d90fe899ab60b410df7a15778652a9b090dfb4a95
STOP,-1.0,2023-10-05T15:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-05T12:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1829.2,a1391e1e85f3b0348457c6a6924aa691ebf97dd0048fde44d1a46092ad50c306
TARGET,0.5950292397660599,2023-10-05T18:00:00Z,LONG,2023-10-06T01:20:00Z,1821.22,EXPOSED_HISTORICAL_REGRESSION,True,0.33865030674846136,TARGET,2023-10-05T15:00:00Z,2023-10-06T05:38:00Z,INITIAL_CONFIRMATION_TARGET,1813.07,1823.98,dd3ccc778d529bee60031fb9095eb1a7fff1e5693166a21470305865a128faf4
TARGET,2.1808510638296124,2023-10-06T13:00:00Z,LONG,2023-10-06T13:10:00Z,1823.46,EXPOSED_HISTORICAL_REGRESSION,True,0.23553719008261123,TARGET,2023-10-06T10:00:00Z,2023-10-06T13:13:00Z,INITIAL_CONFIRMATION_TARGET,1818.62,1824.6,7f12ff5a5fb82afcb3aa8ebebc74235908f3f23f41b429580c7c9e00f02915ee
TARGET,0.11482889733840354,2023-10-06T18:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-06T15:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1825.09,73141372dd773ff2f5c7d9fb9f005d5aa2fca46a3bed25eacc0874f0500c5704
STOP,-1.0,2023-10-06T21:00:00Z,SHORT,2023-10-06T22:20:00Z,1830.18,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-06T18:00:00Z,2023-10-09T01:00:00Z,INITIAL_CONFIRMATION_STOP,1834.88,1810.43,0616b83729fb63f5361bc09962f1568f564e6e763a9c529a3be9e2df29b23e57
STOP,-1.0,2023-10-09T04:00:00Z,SHORT,2023-10-09T15:45:00Z,1845.69,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-09T01:00:00Z,2023-10-09T21:55:00Z,INITIAL_CONFIRMATION_STOP,1855.6,1810.43,987c684bae5be7240fbcd01806216435685685b0bfc395e4664c29952cf62e45
STOP,-1.0,2023-10-09T07:00:00Z,SHORT,2023-10-09T08:15:00Z,1850.08,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-09T04:00:00Z,2023-10-09T09:17:00Z,RECLAIM_CONFIRMATION_STOP,1853.26,1810.43,f40333d9dd6072cf25647050d70156fe99749327b8baa60fe5b4b8f2114b6086
STOP,-1.0,2023-10-09T12:00:00Z,SHORT,2023-10-09T15:05:00Z,1847.86,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-09T09:00:00Z,2023-10-09T20:41:00Z,INITIAL_CONFIRMATION_STOP,1854.34,1810.43,ebbc9742a9c6118f44847ff7658483b21e6a5215f7e95b9962507ca0cac7abfd
TARGET,0.36991869918700027,2023-10-09T19:00:00Z,LONG,2023-10-09T20:40:00Z,1854.03,EXPOSED_HISTORICAL_REGRESSION,True,0.03163265306121907,TARGET,2023-10-09T16:00:00Z,2023-10-09T20:41:00Z,INITIAL_CONFIRMATION_TARGET,1844.23,1854.34,b8ac1b0ee5c4e372184a0b9ece335e94e0806afe38cbde9262cb6d9c4b456d9f
STOP,-1.0,2023-10-10T03:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-09T22:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1844.23,3c88887b51fdaa68f46ec62a309d29522fb759c59e0c3488fad3bfe143efe25f
STOP,-1.0,2023-10-10T06:00:00Z,SHORT,2023-10-10T06:20:00Z,1862.64,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-10T03:00:00Z,2023-10-11T10:40:00Z,INITIAL_CONFIRMATION_STOP,1865.4,1844.23,f1ed402ffd66f714f6d0f1bb65ed94f52a74d8743f21238bc76e959cffc11310
STOP,-1.0,2023-10-10T12:00:00Z,LONG,2023-10-10T12:05:00Z,1858.44,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-10T09:00:00Z,2023-10-10T14:11:00Z,INITIAL_CONFIRMATION_STOP,1855.18,1865.4,22ff4740a51a87b8076b6a227aa79b5c02b69686865940440c832eff55efc996
TARGET,2.4733893557423845,2023-10-10T18:00:00Z,LONG,2023-10-10T18:35:00Z,1859.87,EXPOSED_HISTORICAL_REGRESSION,True,0.8049490538573927,TARGET,2023-10-10T15:00:00Z,2023-10-11T10:40:00Z,INITIAL_CONFIRMATION_TARGET,1853.0,1865.4,543b0955121ec00a4201629deabe396f1ce5f04bf4f1ba5166c0ca3d0118085d
STOP,-1.0,2023-10-10T23:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-10T20:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1853.0,e6d10359759dd0c0de3b1d563e2e44db062a54fbb32566bff3b8d89d26945ab5
TARGET,1.7441860465116001,2023-10-11T02:00:00Z,LONG,2023-10-11T03:10:00Z,1860.96,EXPOSED_HISTORICAL_REGRESSION,True,0.6503496503495864,TARGET,2023-10-10T21:00:00Z,2023-10-11T09:42:00Z,INITIAL_CONFIRMATION_TARGET,1858.1,1862.82,ee9480597026bb13535a77628a10fd8bdba6ec7b96ee6faa251111557ef02363
STOP,-1.0,2023-10-11T08:00:00Z,SHORT,2023-10-11T08:25:00Z,1859.38,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-11T05:00:00Z,2023-10-11T09:42:00Z,INITIAL_CONFIRMATION_STOP,1862.1,1858.1,67e42ac6c93ea5c746ad87482e84fa8f4e1c250617004955681e4e3d3deaebd4
STOP,-1.0,2023-10-11T16:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-11T13:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1858.63,773226b87cef0002547b6bcd9c71b01de493b16b5f1ff7d3f7b12b6cb5d3a3a9
TARGET,0.9861111111110611,2023-10-11T18:00:00Z,LONG,2023-10-11T18:35:00Z,1872.23,EXPOSED_HISTORICAL_REGRESSION,True,0.5476190476190277,TARGET,2023-10-11T15:00:00Z,2023-10-11T19:03:00Z,INITIAL_CONFIRMATION_TARGET,1867.61,1874.76,6ed142c461ff20547ce538082ab2c9060b2b40a84bb0f54d8c45f5b107624aa9
STOP,-1.0,2023-10-11T19:00:00Z,SHORT,2023-10-11T20:05:00Z,1873.44,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-11T16:00:00Z,2023-10-12T04:34:00Z,RECLAIM_CONFIRMATION_STOP,1877.2,1867.61,1919b5e66ee59efa9f7a94e1c34567d8215f1a10c31e7ebc4ffb76324d487576
STOP,-1.0,2023-10-11T22:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-11T19:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1867.61,2a5014a979b8b53617d61b9bfa6bdd78f1a2b090a0ca302c9738892f6e3c0a71
STOP,-1.0,2023-10-12T07:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-12T04:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1867.61,00d2de2b48082ce7825ead0d3f96508ee1b00f220c062112364546b23345a0c5
STOP,-1.0,2023-10-12T13:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-12T10:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1874.51,754cc965cd2d25ef2841ef2115029ad61349b7a9a14b2304b7dedee8e555e5e9
TARGET,8.271739130435165,2023-10-13T02:00:00Z,LONG,2023-10-13T02:05:00Z,1870.34,EXPOSED_HISTORICAL_REGRESSION,True,5.963265306122944,TARGET,2023-10-12T21:00:00Z,2023-10-13T12:26:00Z,INITIAL_CONFIRMATION_TARGET,1867.89,1884.95,7e7369d2b0a3c9a78bccdab885208e0b4fef0ba325bf32d501209c2798163fde
STOP,-1.0,2023-10-16T02:00:00Z,SHORT,2023-10-16T03:50:00Z,1921.44,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-13T21:00:00Z,2023-10-17T16:47:00Z,INITIAL_CONFIRMATION_STOP,1930.74,1867.89,60153c18eb261c8526b12117f9135fb2e7fb2723ec7d4ee9d5177f359a1c5212
STOP,-1.0,2023-10-16T04:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-16T01:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1930.74,cf86a8ea25244a290370ffbbbeaf7f260d750a1c87d2cb1c75497ef13f1a9e7b
TARGET,1.812967581047381,2023-10-16T13:00:00Z,LONG,2023-10-16T13:05:00Z,1916.68,EXPOSED_HISTORICAL_REGRESSION,True,1.654117647058817,TARGET,2023-10-16T10:00:00Z,2023-10-17T16:47:00Z,INITIAL_CONFIRMATION_TARGET,1908.18,1930.74,fba46e97b103efed700f403ba1bb696b632f4979979aa5cb3c1dee4fb90c75de
STOP,-1.0,2023-10-16T18:00:00Z,SHORT,2023-10-17T03:40:00Z,1914.8,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-16T15:00:00Z,2023-10-17T13:13:00Z,INITIAL_CONFIRMATION_STOP,1924.55,1908.18,f1a8dd6b764cce5c26881c834eb06f647f1688fef0e145780328f20ef72e9daf
STOP,-1.0,2023-10-16T19:00:00Z,LONG,2023-10-16T20:05:00Z,1922.25,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-16T16:00:00Z,2023-10-17T03:38:00Z,INITIAL_CONFIRMATION_STOP,1914.46,1924.55,c3771dd776a1ad7c9b7f7f2853e17fab4a8c111c1d96b80ef7be8bd8008d0c85
TARGET,1.1957671957671996,2023-10-16T23:00:00Z,SHORT,2023-10-17T03:35:00Z,1917.09,EXPOSED_HISTORICAL_REGRESSION,True,0.46384479717810373,TARGET,2023-10-16T20:00:00Z,2023-10-17T03:38:00Z,INITIAL_CONFIRMATION_TARGET,1922.76,1914.46,adfb99c89301667171c40888245f8a83d416486b0aae95c42006f7a52f777c1d
STOP,-1.0,2023-10-17T03:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-10-16T22:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1922.76,f587b901bd0da99823f24617213454eba0a8cfd2ca149a5fd9e6e239aad087dc
TARGET,3.140969162995568,2023-10-17T08:00:00Z,LONG,2023-10-17T08:10:00Z,1916.29,EXPOSED_HISTORICAL_REGRESSION,True,1.4226804123711727,TARGET,2023-10-17T05:00:00Z,2023-10-17T12:20:00Z,INITIAL_CONFIRMATION_TARGET,1912.41,1921.81,77f8b434baee7a2956a62b9f421ad8ffc254ad5a84410aa5a8aabf46f55a1efb
TARGET,0.30256410256410415,2023-10-17T11:00:00Z,LONG,2023-10-17T12:05:00Z,1920.78,EXPOSED_HISTORICAL_REGRESSION,True,0.15629742033383695,TARGET,2023-10-17T08:00:00Z,2023-10-17T12:20:00Z,INITIAL_CONFIRMATION_TARGET,1914.19,1921.81,10c954fa93b9fef5dd38f8ec886272ca25a98adca10db266e4364c2916df70c4
STOP,-1.0,2023-10-17T19:00:00Z,SHORT,2023-10-17T19:35:00Z,1924.02,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-10-17T16:00:00Z,2023-10-18T04:27:00Z,INITIAL_CONFIRMATION_STOP,1931.56,1919.05,31e3382653cb1c144d53f36330bc8e9e3263c13845939c2a822e4ca869c63d6f
