control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
STOP,-1.0,2023-05-01T10:00:00Z,SHORT,2023-05-01T10:05:00Z,1979.47,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-05-01T07:00:00Z,2023-05-01T13:03:00Z,INITIAL_CONFIRMATION_STOP,1986.33,1975.99,c4c4795409a218e06f7abda0d7b2f28b4ddae615bc5a4cf53765b7e21c5a7238
STOP,-1.0,2023-05-01T19:00:00Z,SHORT,2023-05-01T19:05:00Z,1981.42,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-05-01T16:00:00Z,2023-05-02T17:32:00Z,INITIAL_CONFIRMATION_STOP,2006.02,1977.08,cf48b661ef96df4f6f25a6c17e5a7fae78f2fa806751b3b7edf6698a19331bdb
STOP,-1.0,2023-05-02T04:00:00Z,LONG,2023-05-02T04:30:00Z,1984.46,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-05-01T22:00:00Z,2023-05-02T11:06:00Z,INITIAL_CONFIRMATION_STOP,1979.46,2006.02,b7b68542cb4a25d3c8723081cafd487f889088bf1c2e37472acd6960a55e469c
STOP,-1.0,2023-05-02T07:00:00Z,SHORT,2023-05-02T10:20:00Z,1982.12,EXPOSED_HISTORICAL_REGRESSION,True,0.7247956403269215,TARGET,2023-05-02T04:00:00Z,2023-05-02T11:06:00Z,RECLAIM_CONFIRMATION_TARGET,1985.79,1979.46,86699f8c376f2df3e55b844081c2e62f1ac9b9b4c80bb965de927b723fd39091
TARGET,3.2473118279567474,2023-05-02T08:00:00Z,LONG,2023-05-02T08:25:00Z,1983.3,EXPOSED_HISTORICAL_REGRESSION,True,0.9651741293532653,TARGET,2023-05-02T05:00:00Z,2023-05-02T09:25:00Z,INITIAL_CONFIRMATION_TARGET,1981.29,1985.24,76ad25908da9e81315ddb5dc7e9440e7868b0bc22e883092e662df5280b2189e
STOP,-1.0,2023-05-02T17:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-05-02T14:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1978.5,6a7c04d804ecb1f17a8fea80f762e9320b55ec73de5abe7489e009c10cc16e96
STOP,-1.0,2023-05-02T22:00:00Z,SHORT,2023-05-03T08:05:00Z,2015.62,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-05-02T19:00:00Z,2023-05-03T16:35:00Z,RECLAIM_CONFIRMATION_STOP,2019.52,1984.5,37c970a505515f8d85a57af863c586f12a717587185dc5d63f8503ed586328d9
STOP,-1.0,2023-05-03T04:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-05-02T22:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1984.5,2c86cfe5f6bf289fb1751d1c6900c876d1db28c8a35e177293de8f74769260d7
TARGET,0.4350877192982627,2023-05-03T06:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-05-03T03:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,2018.32,9da754c49197018242ddf76883b6d9ecc4677fc4dd011bb8fd789b9399dfd50a
TARGET,2.4671052631579244,2023-05-03T10:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2023-05-03T07:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,2014.23,6e497217c248955d68c0846756bdf4dc6d8c46cc6fd9ccd83f8ac9dbd43730d4
STOP,-1.0,2023-05-03T13:00:00Z,LONG,2023-05-03T16:15:00Z,2015.18,EXPOSED_HISTORICAL_REGRESSION,True,0.5510204081632469,TARGET,2023-05-03T10:00:00Z,2023-05-03T16:35:00Z,RECLAIM_CONFIRMATION_TARGET,2007.34,2019.5,e9c508cf632d294b88b1cead7e9bd61a97d0a9b7643b0258a8c67626cf9805c8
STOP,-1.0,2023-05-04T06:00:00Z,SHORT,2023-05-04T09:25:00Z,2037.9,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2023-05-04T03:00:00Z,2023-05-04T17:32:00Z,INITIAL_CONFIRMATION_STOP,2057.14,2017.12,83067f246ac9505b05d7e5619e7cf541dc88ba1f12e08469c920bbad87f17d84
