control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
TARGET,0.547892720306511,2024-03-01T05:00:00Z,LONG,2024-03-01T05:15:00Z,2046.14,EXPOSED_HISTORICAL_REGRESSION,True,0.23547400611618732,TARGET,2024-03-01T02:00:00Z,2024-03-01T08:18:00Z,INITIAL_CONFIRMATION_TARGET,2042.87,2046.91,743ee245b5d4b003834046bca22cd715fa7b2ec463c374481c53a3eaef0aa49a
STOP,-1.0,2024-03-01T08:00:00Z,SHORT,2024-03-01T10:15:00Z,2043.81,EXPOSED_HISTORICAL_REGRESSION,True,0.18467583497053588,TARGET,2024-03-01T05:00:00Z,2024-03-01T10:18:00Z,RECLAIM_CONFIRMATION_TARGET,2048.9,2042.87,fd87334c7f6ca5338206c7767e625c4d7b14fe4d78747c6d3e1913442ceceec7
STOP,-1.0,2024-03-01T10:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-03-01T07:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2046.87,64b4b70698f1f743d2166b09fa7f3a21e4499d43c40dca7fa919cea4fe5129bc
STOP,-1.0,2024-03-01T12:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-03-01T09:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2043.46,3eeb4d44c9320995f667fd4ea0ffd7c78493d0ee98221197f588890cf3a03a74
STOP,-1.0,2024-03-01T16:00:00Z,SHORT,2024-03-01T16:50:00Z,2047.71,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-03-01T13:00:00Z,2024-03-01T17:15:00Z,INITIAL_CONFIRMATION_STOP,2057.51,2039.1,8601e37c61e1e13bd1b3d6d15e30ae1fed3700a3609fb71c6cf549d60a97a7dc
STOP,-1.0,2024-03-01T23:00:00Z,SHORT,2024-03-01T23:05:00Z,2083.68,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-03-01T20:00:00Z,2024-03-04T15:55:00Z,INITIAL_CONFIRMATION_STOP,2088.35,2045.66,76bc951d436ccdb4699d768318cd3a6ac25d3a5f13b05d43a95b8597c79e3036
TARGET,3.510204081633458,2024-03-04T06:00:00Z,LONG,2024-03-04T08:15:00Z,2082.54,EXPOSED_HISTORICAL_REGRESSION,True,1.9174917491750607,TARGET,2024-03-04T03:00:00Z,2024-03-04T15:55:00Z,INITIAL_CONFIRMATION_TARGET,2079.51,2088.35,079b2baea9541b99cd91f0cbd1be894fa775c556216fe29f9cf7afb241bc1309
STOP,-1.0,2024-03-04T12:00:00Z,SHORT,2024-03-04T12:35:00Z,2083.11,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-03-04T09:00:00Z,2024-03-04T15:55:00Z,INITIAL_CONFIRMATION_STOP,2088.3,2079.51,f6ee560e80ac02356c6a16c17176cde29e258f8d18ff6e0fce1edf57b412b1c9
STOP,-1.0,2024-03-04T21:00:00Z,SHORT,2024-03-04T21:05:00Z,2113.79,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-03-04T18:00:00Z,2024-03-05T10:27:00Z,INITIAL_CONFIRMATION_STOP,2119.92,2081.22,252c1d9d98af474c5487f91ad540ba12dee28a0d38b8d9ae2ad344ee64f8dbd9
STOP,-1.0,2024-03-05T02:00:00Z,LONG,2024-03-05T02:05:00Z,2115.71,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-03-04T21:00:00Z,2024-03-05T03:17:00Z,INITIAL_CONFIRMATION_STOP,2113.35,2119.92,c1b0b627c09c192db0f30898acf3bc6ed49fcee8e1626e214d5f1a4d163ed1da
