scope,entry_policy,stop_policy,population,filled_cases,no_fill_cases,retest_filled_cases,retest_opportunity_cases,winning_cases,losing_cases,flat_cases,target_disposition_cases,stop_disposition_cases,time_exit_disposition_cases,win_rate_filled,gross_positive_r,gross_negative_r,net_r,expectancy_per_population_case_r,expectancy_per_filled_case_r,profit_factor,maximum_drawdown_r,dollars_at_50_max_case_risk,stop_replacements,stop_fallbacks,median_stop_distance_ratio_to_control,original_positive_cases,original_positive_retained,original_positive_converted_to_loss,original_positive_unfilled,delta_vs_control_r,outcome_counts_json
february_2022,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,61,61,0,36,36,34,27,0,32,26,3,0.5573770491803278,25.513139093399754,-20.79069134458356,4.722447748816188,0.07741717621010144,0.07741717621010144,1.2271424105406912,7.178016308688287,236.12238744080938,0,0,1.0,33,33,0,0,-6.090724550655348,"{""SPLIT_CONTROL_STOP_NO_RETEST"":7,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":2,""SPLIT_STOP_STOP"":19,""SPLIT_TARGET_TARGET"":16,""SPLIT_TIME_EXIT_TIME_EXIT"":1}"
february_2022,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,61,61,0,36,36,25,36,0,24,36,1,0.4098360655737705,24.424020378812475,-28.5,-4.075979621187526,-0.06681933805225451,-0.06681933805225451,0.8569831711864027,19.316934028355604,-203.79898105937627,57,4,0.39377319109464815,33,25,8,0,-14.88915192065906,"{""SPLIT_CONTROL_STOP_NO_RETEST"":10,""SPLIT_CONTROL_TARGET_NO_RETEST"":14,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":26,""SPLIT_TARGET_TARGET"":10}"
february_2022,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,61,61,0,36,36,29,32,0,28,32,1,0.47540983606557374,24.809784609764208,-25.25,-0.4402153902357967,-0.007216645741570438,-0.007216645741570438,0.9825657271193745,9.988159103957873,-22.010769511789835,52,9,0.7142500890630817,33,29,4,0,-11.253387689707331,"{""SPLIT_CONTROL_STOP_NO_RETEST"":9,""SPLIT_CONTROL_TARGET_NO_RETEST"":15,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":23,""SPLIT_TARGET_TARGET"":13}"
february_2022,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,61,61,0,36,36,34,27,0,32,26,3,0.5573770491803278,29.00158311749436,-20.79069134458356,8.210891772910793,0.134604783162472,0.134604783162472,1.3949311562960565,7.178016308688287,410.54458864553965,6,55,1.0,33,33,0,0,-2.602280526560742,"{""SPLIT_CONTROL_STOP_NO_RETEST"":7,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":2,""SPLIT_STOP_STOP"":19,""SPLIT_TARGET_TARGET"":16,""SPLIT_TIME_EXIT_TIME_EXIT"":1}"
march_2022,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,79,79,0,0,47,42,37,0,42,36,1,0.5316455696202531,37.402485019676,-36.01936483346243,1.3831201862135742,0.017507850458399674,0.017507850458399674,1.0383993497000434,9.623654337386155,69.15600931067871,0,0,1.0,42,42,0,0,0.0,"{""STOP"":36,""TARGET"":42,""TIME_EXIT"":1}"
march_2022,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,79,79,0,0,47,27,52,0,27,51,1,0.34177215189873417,38.432128251674875,-51.042761670881745,-12.61063341920687,-0.1596282711292009,-0.1596282711292009,0.7529398291471985,22.395442699846434,-630.5316709603435,75,4,0.4937482730035689,42,27,15,0,-13.993753605420444,"{""STOP"":51,""TARGET"":27,""TIME_EXIT"":1}"
march_2022,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,79,79,0,0,47,37,42,0,37,41,1,0.46835443037974683,40.27452372254589,-41.01936483346243,-0.7448411109165506,-0.009428368492614565,-0.009428368492614565,0.981841720028075,15.895288046672164,-37.242055545827526,58,21,0.7780275041051018,42,37,5,0,-2.127961297130125,"{""STOP"":41,""TARGET"":37,""TIME_EXIT"":1}"
march_2022,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,79,79,0,0,47,42,37,0,42,36,1,0.5316455696202531,37.66988892335359,-36.01936483346243,1.6505240898911637,0.020892709998622326,0.020892709998622326,1.0458232425119778,9.504976052695094,82.52620449455819,5,74,1.0,42,42,0,0,0.2674039036775895,"{""STOP"":36,""TARGET"":42,""TIME_EXIT"":1}"
march_2022,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,79,47,32,47,47,26,21,32,26,21,0,0.5531914893617021,31.561532580307272,-21.0,10.561532580307272,0.13369028582667433,0.2247134591554739,1.5029301228717749,6.705426225984267,528.0766290153636,0,0,1.0,42,26,0,16,9.178412394093698,"{""NO_FILL"":32,""STOP"":21,""TARGET"":26}"
march_2022,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,79,47,32,47,47,14,33,32,14,33,0,0.2978723404255319,29.798528660649296,-33.0,-3.2014713393507077,-0.04052495366266719,-0.06811641147554698,0.9029857169893726,15.638758676732383,-160.07356696753538,75,4,0.4937482730035689,42,14,12,16,-4.5845915255642815,"{""NO_FILL"":32,""STOP"":33,""TARGET"":14}"
march_2022,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,79,47,32,47,47,22,25,32,22,25,0,0.46808510638297873,34.53415295669366,-25.0,9.534152956693665,0.12068548046447677,0.20285431822752478,1.3813661182677464,11.195824734618377,476.70764783468326,58,21,0.7780275041051018,42,22,4,16,8.151032770480091,"{""NO_FILL"":32,""STOP"":25,""TARGET"":22}"
march_2022,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,79,47,32,47,47,26,21,32,26,21,0,0.5531914893617021,31.561532580307272,-21.0,10.561532580307272,0.13369028582667433,0.2247134591554739,1.5029301228717749,6.705426225984267,528.0766290153636,5,74,1.0,42,26,0,16,9.178412394093698,"{""NO_FILL"":32,""STOP"":21,""TARGET"":26}"
march_2022,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,79,79,0,47,47,42,37,0,42,36,1,0.5316455696202531,33.02177069014946,-24.754841208365608,8.266929481783848,0.10464467698460567,0.10464467698460567,1.3339520303200385,6.868765606775924,413.3464740891924,0,0,1.0,42,42,0,0,6.883809295570273,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":26}"
march_2022,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,79,79,0,47,47,27,52,0,27,51,1,0.34177215189873417,31.956928558405686,-37.51069041772043,-5.55376185931475,-0.07030078302930062,-0.07030078302930062,0.8519418918322257,16.99406504298169,-277.6880929657375,75,4,0.4937482730035689,42,27,15,0,-6.936882045528324,"{""SPLIT_CONTROL_STOP_NO_RETEST"":18,""SPLIT_CONTROL_TARGET_NO_RETEST"":13,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":33,""SPLIT_TARGET_TARGET"":14}"
march_2022,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,79,79,0,47,47,37,42,0,37,41,1,0.46835443037974683,35.96924564815672,-29.004841208365608,6.964404439791106,0.08815701822520387,0.08815701822520387,1.2401117933989045,12.264072915573015,348.2202219895553,58,21,0.7780275041051018,42,37,5,0,5.5812842535775316,"{""SPLIT_CONTROL_STOP_NO_RETEST"":16,""SPLIT_CONTROL_TARGET_NO_RETEST"":15,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":25,""SPLIT_TARGET_TARGET"":22}"
march_2022,CONFIRMED_25_75_RETEST_SPLIT,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,79,79,0,47,47,42,37,0,42,36,1,0.5316455696202531,33.08862166606886,-24.754841208365608,8.333780457703245,0.10549089186966133,0.10549089186966133,1.3366525516183456,6.839096035603159,416.6890228851623,5,74,1.0,42,42,0,0,6.950660271489671,"{""SPLIT_CONTROL_STOP_NO_RETEST"":15,""SPLIT_CONTROL_TARGET_NO_RETEST"":16,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":26}"
april_2022,CONTROL_NEXT_M1_OPEN,CONTROL_V2_FILLED_STOP,60,60,0,0,38,30,30,0,29,30,1,0.5,20.921739261719416,-30.0,-9.078260738280585,-0.15130434563800976,-0.15130434563800976,0.6973913087239806,11.514377205928781,-453.91303691402925,0,0,1.0,30,30,0,0,0.0,"{""STOP"":30,""TARGET"":29,""TIME_EXIT"":1}"
april_2022,CONTROL_NEXT_M1_OPEN,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,60,60,0,0,38,21,39,0,20,39,1,0.35,25.670838296657,-39.0,-13.329161703343,-0.2221526950557167,-0.2221526950557167,0.6582266229912052,20.510618793516855,-666.45808516715,56,4,0.5895375274562602,30,21,9,0,-4.250900965062415,"{""STOP"":39,""TARGET"":20,""TIME_EXIT"":1}"
april_2022,CONTROL_NEXT_M1_OPEN,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,60,60,0,0,38,27,33,0,26,33,1,0.45,22.933831383631116,-33.0,-10.066168616368888,-0.16776947693948147,-0.16776947693948147,0.6949645873827611,11.960721824090388,-503.3084308184444,44,16,0.8638105807899276,30,27,3,0,-0.9879078780883024,"{""STOP"":33,""TARGET"":26,""TIME_EXIT"":1}"
april_2022,CONTROL_NEXT_M1_OPEN,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,60,60,0,0,38,29,31,0,28,31,1,0.48333333333333334,16.1955750297042,-31.0,-14.804424970295802,-0.2467404161715967,-0.2467404161715967,0.5224379041840065,15.276728538772295,-740.2212485147901,10,50,1.0,30,29,1,0,-5.726164232015217,"{""STOP"":31,""TARGET"":28,""TIME_EXIT"":1}"
april_2022,M5_BROKEN_CONTROL_FIRST_RETEST,CONTROL_V2_FILLED_STOP,60,38,22,38,38,17,21,22,17,21,0,0.4473684210526316,16.201694116552382,-21.0,-4.798305883447625,-0.07997176472412709,-0.12627120745914802,0.7715092436453516,9.96998341092468,-239.91529417238127,0,0,1.0,30,17,0,13,4.27995485483296,"{""NO_FILL"":22,""STOP"":21,""TARGET"":17}"
april_2022,M5_BROKEN_CONTROL_FIRST_RETEST,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,60,38,22,38,38,11,27,22,11,27,0,0.2894736842105263,25.00125466901594,-27.0,-1.998745330984062,-0.0333124221830677,-0.05259856134168584,0.9259723951487385,14.722964948822243,-99.9372665492031,56,4,0.5895375274562602,30,11,6,13,7.079515407296523,"{""NO_FILL"":22,""STOP"":27,""TARGET"":11}"
april_2022,M5_BROKEN_CONTROL_FIRST_RETEST,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,60,38,22,38,38,16,22,22,16,22,0,0.42105263157894735,20.147184309509036,-22.0,-1.8528156904909674,-0.03088026150818279,-0.04875830764449914,0.9157811049776835,8.144891036655782,-92.64078452454837,44,16,0.8638105807899276,30,16,1,13,7.225445047789618,"{""NO_FILL"":22,""STOP"":22,""TARGET"":16}"
april_2022,M5_BROKEN_CONTROL_FIRST_RETEST,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,60,38,22,38,38,16,22,22,16,22,0,0.42105263157894735,11.24079376244149,-22.0,-10.75920623755851,-0.1793201039593085,-0.28313700625153976,0.5109451710200678,11.673193682619015,-537.9603118779255,10,50,1.0,30,16,1,13,-1.6809454992779251,"{""NO_FILL"":22,""STOP"":22,""TARGET"":16}"
april_2022,CONFIRMED_25_75_RETEST_SPLIT,CONTROL_V2_FILLED_STOP,60,60,0,38,38,30,30,0,29,30,1,0.5,17.381705402844144,-23.25,-5.868294597155867,-0.09780490995259777,-0.09780490995259777,0.7476002323803933,10.356081859675706,-293.4147298577933,0,0,1.0,30,30,0,0,3.2099661411247187,"{""SPLIT_CONTROL_STOP_NO_RETEST"":9,""SPLIT_CONTROL_TARGET_NO_RETEST"":12,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":21,""SPLIT_TARGET_TARGET"":17}"
april_2022,CONFIRMED_25_75_RETEST_SPLIT,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,60,60,0,38,38,21,39,0,20,39,1,0.35,25.168650575926204,-30.0,-4.831349424073793,-0.08052249040122988,-0.08052249040122988,0.8389550191975401,16.169878409995896,-241.56747120368968,56,4,0.5895375274562602,30,21,9,0,4.246911314206792,"{""SPLIT_CONTROL_STOP_NO_RETEST"":12,""SPLIT_CONTROL_TARGET_NO_RETEST"":9,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":27,""SPLIT_TARGET_TARGET"":11}"
april_2022,CONFIRMED_25_75_RETEST_SPLIT,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,60,60,0,38,38,27,33,0,26,33,1,0.45,20.843846078039558,-24.75,-3.9061539219604438,-0.06510256536600739,-0.06510256536600739,0.8421755991127094,9.040813378142271,-195.30769609802218,44,16,0.8638105807899276,30,27,3,0,5.172106816320142,"{""SPLIT_CONTROL_STOP_NO_RETEST"":11,""SPLIT_CONTROL_TARGET_NO_RETEST"":10,""SPLIT_CONTROL_TIME_EXIT_NO_RETEST"":1,""SPLIT_STOP_STOP"":22,""SPLIT_TARGET_TARGET"":16}"
