trade_identity,pivot_at,decision_at,direction,control_outcome,control_r,executed,route,entry_at,entry_price,stop,target,outcome,resolution_at,net_r,evidence_segment
7a513f043c14efdc2a8ef8ad55224a87b30a958e0550a37af7beff46989899ac,2022-05-16T03:00:00Z,2022-05-16T07:00:00Z,SHORT,TARGET,0.6909090909090826,True,INITIAL_CONFIRMATION_TARGET,2022-05-16T07:10:00Z,1809.44,1816.26,1806.96,TARGET,2022-05-16T08:06:00Z,0.3636363636363697,EXPOSED_HISTORICAL_REGRESSION
24db95b96179d71d69fa343375dffd1d20e92dbca5e6f3b01e244b2642db1ad9,2022-05-16T15:00:00Z,2022-05-16T18:00:00Z,LONG,TARGET,0.28571428571428115,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1816.26,,,0.0,EXPOSED_HISTORICAL_REGRESSION
b351e114fc9f9e429018502cbd43b26c5f18bedc8fe621f8402d72ad27193c80,2022-05-17T02:00:00Z,2022-05-17T05:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-05-17T06:10:00Z,1823.98,1829.22,1798.08,STOP,2022-05-17T09:08:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
e65df5f67da5e7c559e4b49ce06de42d7fe46ead4632c4c40949660182c0d377,2022-05-17T04:00:00Z,2022-05-17T08:00:00Z,LONG,TARGET,3.914285714285473,True,INITIAL_CONFIRMATION_TARGET,2022-05-17T08:45:00Z,1826.23,1822.34,1829.22,TARGET,2022-05-17T09:08:00Z,0.7686375321336587,EXPOSED_HISTORICAL_REGRESSION
dc3db52c987dad6cc9877eb8f382e564b51c201b5c801a1011fde510e93c6024,2022-05-17T09:00:00Z,2022-05-17T13:00:00Z,SHORT,STOP,-1.0,True,RECLAIM_CONFIRMATION_STOP,2022-05-17T14:05:00Z,1827.14,1830.46,1822.34,STOP,2022-05-17T14:30:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
9a55b6ab51b6580415b22e0e60d1b28ee8094fd8e90fbb2d24e7358e43fb9cdf,2022-05-17T14:00:00Z,2022-05-17T17:00:00Z,SHORT,TARGET,0.1342668863262048,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1822.34,,,0.0,EXPOSED_HISTORICAL_REGRESSION
b2c3da501923afb2a4a54e144bbfea583a3b598260caa63411f5853094c7f53f,2022-05-18T06:00:00Z,2022-05-18T09:00:00Z,LONG,TARGET,1.4766839378238843,True,INITIAL_CONFIRMATION_TARGET,2022-05-18T09:05:00Z,1812.99,1807.68,1817.24,TARGET,2022-05-18T12:31:00Z,0.8003766478342832,EXPOSED_HISTORICAL_REGRESSION
003f4ab5d5a17886d2043ad3952c408c5a5f6c5307a181f9526295a64cab3521,2022-05-18T13:00:00Z,2022-05-18T16:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1807.68,,,0.0,EXPOSED_HISTORICAL_REGRESSION
97605838cb405c0038d515ae6178d307aecaa1faac8f9994f69d7b8821c2e569,2022-05-18T15:00:00Z,2022-05-18T18:00:00Z,LONG,TARGET,0.9276218611521403,True,INITIAL_CONFIRMATION_TARGET,2022-05-18T18:10:00Z,1816.29,1807.39,1820.44,TARGET,2022-05-18T18:37:00Z,0.466292134831478,EXPOSED_HISTORICAL_REGRESSION
e28395294a3c508c2bcf8c7bae019dad864a73421fc20a931beeba06a74a8dc6,2022-05-18T18:00:00Z,2022-05-18T21:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-05-19T03:05:00Z,1815.08,1824.7,1807.39,STOP,2022-05-19T12:08:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
085843ad8d91da61691fa92f379fabe1d57f65eeb100182da1d547a991af6974,2022-05-18T22:00:00Z,2022-05-19T04:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-05-19T08:10:00Z,1814.19,1822.1,1807.39,STOP,2022-05-19T11:46:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
75bb4df088e723de4416c679dff34543dc362df300333e40ea8ace99ff45d366,2022-05-19T04:00:00Z,2022-05-19T07:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1822.1,,,0.0,EXPOSED_HISTORICAL_REGRESSION
eb3e1a24a9b3542633a6cf7aa55675913caed1ee99e404bfb1dc06d77a80b2b9,2022-05-19T18:00:00Z,2022-05-19T21:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-05-19T22:00:00Z,1840.09,1849.18,1810.96,STOP,2022-05-20T10:04:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
99a71cc2249006b703f16a46afc332b4994f1e3fe2c318d4268fa5f4150a89e7,2022-05-19T22:00:00Z,2022-05-20T04:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1849.18,,,0.0,EXPOSED_HISTORICAL_REGRESSION
28e6defd5b5bae8d8be5f76235fe55f86e765381c18c8833305e311c5a8851eb,2022-05-20T05:00:00Z,2022-05-20T08:00:00Z,LONG,TARGET,0.30668841761824606,True,INITIAL_CONFIRMATION_TARGET,2022-05-20T08:20:00Z,1844.04,1836.54,1844.55,TARGET,2022-05-20T08:32:00Z,0.06799999999999878,EXPOSED_HISTORICAL_REGRESSION
a46be1adf504de3b288730c1c7e342526807fb71cc6631cf1b87518e7d0d681c,2022-05-20T10:00:00Z,2022-05-20T13:00:00Z,SHORT,TARGET,4.304526748971096,True,INITIAL_CONFIRMATION_TARGET,2022-05-20T13:35:00Z,1844.87,1849.43,1836.54,TARGET,2022-05-20T16:55:00Z,1.8267543859648272,EXPOSED_HISTORICAL_REGRESSION
ddd9d8afddb969f96ad5d34d0571f52505c0759de4e583103bba6a9452cfd33a,2022-05-20T13:00:00Z,2022-05-20T16:00:00Z,SHORT,TARGET,1.0071301247772178,True,INITIAL_CONFIRMATION_TARGET,2022-05-20T16:30:00Z,1840.82,1847.8,1836.54,TARGET,2022-05-20T16:55:00Z,0.6131805157593068,EXPOSED_HISTORICAL_REGRESSION
b37ff468b385f9b87f4e1562f2724bf1209f51c2eb5ac897b199a902d4ab678b,2022-05-20T17:00:00Z,2022-05-20T20:00:00Z,LONG,TARGET,0.6852459016393525,True,INITIAL_CONFIRMATION_TARGET,2022-05-20T20:30:00Z,1844.06,1832.38,1847.8,TARGET,2022-05-23T01:02:00Z,0.32020547945206007,EXPOSED_HISTORICAL_REGRESSION
192fff1d1b18c01d761ac5457ad025ad4ec16d42a2adc1394c43a10b6a43ca03,2022-05-20T18:00:00Z,2022-05-20T21:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_LATER_H1_INVALIDATED,,,,1832.38,,,0.0,EXPOSED_HISTORICAL_REGRESSION
295edde6d22d707878bd2647c69ced758539a76e350aebc8515ae6f3cb039727,2022-05-23T03:00:00Z,2022-05-23T06:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1832.38,,,0.0,EXPOSED_HISTORICAL_REGRESSION
