trade_identity,decision_at,direction,baseline_outcome,baseline_r,route,initial_control_identity,initial_confirmation_at,addition_entry_at,h1_review_at,recovery_entry_at,recovery_stop,recovery_outcome,recovery_resolution_at,probe_r,addition_r,recovery_r,net_r,delta_vs_control_r
116fa2efc3541a2d1443896be6e01e5502cf7192b39d2f69cab2f3f20591e088,2022-01-18T18:00:00Z,LONG,TARGET,0.20184135977336298,CONFIRMED_ADDITION_TARGET,2556f4830ef541b684343e3e078bd1f4f7c5c161f6658806abdfe4286c33f02a,2022-01-19T13:45:00Z,2022-01-19T13:45:00Z,,,,,,0.050460339943340746,0.1597569692637607,0.0,0.21021730920710147,0.008375949433738483
f709bb85cb7d4f6a7a9808356bb41a13c0dfce6790a90a2350e1565267ecfa3a,2022-01-18T20:00:00Z,SHORT,STOP,-1.0,CONFIRMED_ADDITION_STOP,2bdaff5feac83c33a41899ba4877f5b03b57b3634b9ee81991d72393a25ec286,2022-01-19T05:10:00Z,2022-01-19T05:10:00Z,,,,,,-0.25,-0.75,0.0,-1.0,0.0
34833e70a51fc18a2a049138b3230da65db36302a63cff2ca5eb2f5d0ab1b2c8,2022-01-18T23:00:00Z,LONG,STOP,-1.0,RECOVERY_TARGET,f6079e3c024ef37ff01378073cda45651b06a07cbd967e1fb44f18d2208aff39,,,2022-01-19T06:00:00Z,2022-01-19T07:35:00Z,1810.26,TARGET,2022-01-19T15:20:00Z,-0.25,0.0,1.356837606837591,1.106837606837591,2.106837606837591
28b2c3ec422fa61b4ee1437801b0ca8e8fc35c055cde693f851751538dccec4e,2022-01-19T03:00:00Z,SHORT,TARGET,1.142276422764281,CONFIRMED_ADDITION_TARGET,d64896740b7abb36fdfa3fe7cd314532a3964027d1f7865d50047cb94a421c24,2022-01-19T03:30:00Z,2022-01-19T03:30:00Z,,,,,,0.28556910569107025,0.4333832335329295,0.0,0.7189523392239998,-0.42332408354028117
0e66b8c1855fdafc71865365ba8bc103198976c0173f56282a555e3d1005d1fc,2022-01-19T08:00:00Z,LONG,TARGET,0.7641509433962311,CONFIRMED_ADDITION_TARGET,fca036895c879b8fdd484ddfc6183c6dc024817bfe1693768ad93f41bfc063cd,2022-01-19T08:25:00Z,2022-01-19T08:25:00Z,,,,,,0.19103773584905778,0.2837837837838234,0.0,0.4748215196328812,-0.2893294237633499
6c4813d1c5c3ccbfb6b099a84b4ebc8e4967ac108e4bd57805db0cb93a7f71e5,2022-01-20T06:00:00Z,SHORT,TARGET,0.38181818181820815,CONFIRMED_ADDITION_TARGET,93b15256dda9ce919af70ffb5b7f7625ea8cdc276b5d5abf85e2169f29a21f07,2022-01-20T06:05:00Z,2022-01-20T06:05:00Z,,,,,,0.09545454545455204,0.1882716049382797,0.0,0.2837261503928318,-0.09809203142537637
0f553ed3f718796685f22f8a35b8a2d1534519cb6f52fe8411d91dd38db84ed5,2022-01-20T10:00:00Z,LONG,STOP,-1.0,PROBE_STOP_LATER_H1_INVALIDATED,28dea2cfc7d8e9c459c3a36a4d354f0f9485c79d82250c905fbb298589a592b2,,,2022-01-20T11:00:00Z,,,,,-0.25,0.0,0.0,-0.25,0.75
066044f05fcd1dc7a3ded807063e588f00a60a11ced9dc599ea1a7e420d698b0,2022-01-20T20:00:00Z,SHORT,TARGET,1.1864716636197399,CONFIRMED_ADDITION_TARGET,06a6b3ba8a536cf12a06eca70c6c75392e6b250b70490c76e5fe210d0f491771,2022-01-20T20:05:00Z,2022-01-20T20:05:00Z,,,,,,0.29661791590493497,0.7014563106796011,0.0,0.9980742265845362,-0.18839743703520373
0f32b854034e8f82fa737fb9158d14deeaade1e340e6e7ac52a78489d2ec3ca3,2022-01-20T21:00:00Z,LONG,STOP,-1.0,PROBE_STOP_H1_CLOSE_INVALIDATED,ad14c3c139925ce9ea567931a2638d602fa1ce1dcda09c79073aaee73ed0e6c4,,,2022-01-20T23:00:00Z,,,,,-0.25,0.0,0.0,-0.25,0.75
1dfed6b407f731e048c59b0728266374ef21111e998906b977767187231d8eaf,2022-01-21T06:00:00Z,LONG,STOP,-1.0,CONFIRMED_ADDITION_STOP,d34130e946153cbf555bca31a22cb0c821e2397a5bec27f0d55ed51537f726f8,2022-01-21T09:10:00Z,2022-01-21T09:10:00Z,,,,,,-0.25,-0.75,0.0,-1.0,0.0
da7d38ffae40fff5bc6db5a03398be335fc507d5443bfbb71c274834edfff026,2022-01-21T13:00:00Z,LONG,TARGET,1.5877034358047046,CONFIRMED_ADDITION_TARGET,d7138495e7bd7e0160e64c39155f159b9ba9254f0165d444f8f4eb30409069de,2022-01-21T14:30:00Z,2022-01-21T14:30:00Z,,,,,,0.39692585895117616,0.6068268015170478,0.0,1.003752660468224,-0.5839507753364805
837736e4b090881b14ef8e3955bdae5632ad6fbd0302f240014a2d1d03913def,2022-01-21T17:00:00Z,LONG,STOP,-1.0,RECOVERY_TARGET,3ff3f5c663101ed027a8108faa1817e5136ff4db548203bfc9d795436df2fafb,,,2022-01-21T21:00:00Z,2022-01-21T23:35:00Z,1828.52,TARGET,2022-01-24T11:10:00Z,-0.25,0.0,1.435714285714241,1.185714285714241,2.185714285714241
e2f31ce8acdef576c4c6adaece8bf01e9146272164928056ad764d3615861eaa,2022-01-21T19:00:00Z,SHORT,TARGET,0.4816176470587986,CONFIRMED_ADDITION_TARGET,7bfaf93c9d0d03b0441cff066b21af6a57a443ec653537de509fa45c5b73cf0e,2022-01-21T20:05:00Z,2022-01-21T20:05:00Z,,,,,,0.12040441176469965,0.044001751313474675,0.0,0.16440616307817432,-0.31721148398062426
5edd76b527f97255d413c485249752f5d39a42aad5718a18e01f661176b2043a,2022-01-24T04:00:00Z,LONG,TARGET,0.9165580182529213,CONFIRMED_ADDITION_TARGET,98868e1d2f43cf89a089548b2afd3761c8db144563354bf041d2032343abeb8c,2022-01-24T04:05:00Z,2022-01-24T04:05:00Z,,,,,,0.22913950456323032,0.6060885608855948,0.0,0.8352280654488251,-0.08132995280409616
7756761b86cfe59cc44e3607ea957ce45fed5b28f65fbdea7bbe76069ebf517b,2022-01-24T10:00:00Z,SHORT,STOP,-1.0,PROBE_STOP_H1_CLOSE_INVALIDATED,e8ae8948415e4e5bf6db56247314bd91b9805de49c48cc60dede13e44c841ac2,,,2022-01-24T11:00:00Z,,,,,-0.25,0.0,0.0,-0.25,0.75
a4b7c0d9438f7b1ef4e434be1e1680ed03a1681d7d906f2b8a6f8022a415330c,2022-01-24T14:00:00Z,SHORT,TARGET,0.2843137254902026,CONFIRMED_ADDITION_TARGET,4aab58917b90132a70a29c6e7b757dbbe87a117a628840dc2585b5f82b562c6d,2022-01-24T14:50:00Z,2022-01-24T14:50:00Z,,,,,,0.07107843137255065,0.039156626506035186,0.0,0.11023505787858584,-0.17407866761161678
64d9c91bbbdab9f085c4e968849251e9635fce77d899a33e2b86838ab4a2c612,2022-01-24T20:00:00Z,LONG,TARGET,0.5192743764172291,CONFIRMED_ADDITION_TARGET,51e1a84d9b17394739f01f953faf94f06b577944e3684a750a1831e8aaed1393,2022-01-24T20:05:00Z,2022-01-24T20:05:00Z,,,,,,0.12981859410430727,0.26106639839034934,0.0,0.3908849924946566,-0.1283893839225725
2f8a605a65b0c484a8141c1d7c90a42ad5f05816051e18412a95735e752e3bff,2022-01-24T23:00:00Z,SHORT,STOP,-1.0,RECOVERY_STOP,bb13b12f37ac583f47fd0b247c76ab91a66aaff413fe77e539c7ba8fcadfbd4e,,,2022-01-25T03:00:00Z,2022-01-25T03:20:00Z,1844.08,STOP,2022-01-25T16:45:00Z,-0.25,0.0,-0.75,-1.0,0.0
8adc9a316aa69486109154c2e656fd3de57f902d9c07946553a23710adbf8cc8,2022-01-25T04:00:00Z,LONG,TARGET,1.2057613168723291,PROBE_ONLY_TARGET,fa08f1294110f4c2e559c3e79fb9bcfcd480bf688ba5d9790f3c9acd5e953d4e,,,,,,,,0.3014403292180823,0.0,0.0,0.3014403292180823,-0.9043209876542468
dd5c6026b1f16e99547980f6faa1593796661526efd3e1b95b74a0c30b0c7dde,2022-01-25T05:00:00Z,SHORT,TARGET,0.7275362318840457,CONFIRMED_ADDITION_TARGET,0f2cbe3e22a5a7f433651fab7e853e8376f006255a5453a52651c05040c81378,2022-01-25T10:30:00Z,2022-01-25T10:30:00Z,,,,,,0.18188405797101143,0.3675000000000068,0.0,0.5493840579710183,-0.1781521739130274
62e713c844160b3c2a678c3ad6d2edc00288056e022ebd5fb76e1d01f7c23f2d,2022-01-25T07:00:00Z,LONG,STOP,-1.0,PROBE_STOP_H1_CLOSE_INVALIDATED,f7d3e1bae2552b14a031d90b3e1cba110ac39f1c2fecf1569cedc8ebf5589de1,,,2022-01-25T11:00:00Z,,,,,-0.25,0.0,0.0,-0.25,0.75
a8dcf228743a1a07083224ff20488bd473f378fe6444567684de76f08d875056,2022-01-25T09:00:00Z,SHORT,STOP,-1.0,RECOVERY_TARGET,147104025ceade59eb1963897689b50317df96df6cff908f21e146eb5a7ab6e3,,,2022-01-25T10:00:00Z,2022-01-25T10:30:00Z,1843.37,TARGET,2022-01-25T10:37:00Z,-0.25,0.0,0.0468750000000058,-0.2031249999999942,0.7968750000000058
