control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
STOP,-1.0,2024-06-03T04:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-03T01:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2320.64,b6fd0aacda899c18e7ce29fbd302db6a1ea22db8332b51af2f127c754633cd8e
TARGET,0.0819502074688731,2024-06-03T07:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-03T04:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,2320.64,ef2548aa346e37e841ce95ad9bad173b24eec332c302aeb888a04924b4ec583d
TARGET,0.5130111524163448,2024-06-03T12:00:00Z,LONG,2024-06-03T13:40:00Z,2328.63,EXPOSED_HISTORICAL_REGRESSION,True,0.17630057803468416,TARGET,2024-06-03T09:00:00Z,2024-06-03T13:42:00Z,INITIAL_CONFIRMATION_TARGET,2314.79,2331.07,d7751ffff3d763efd25a02f6820110ae4e450ca1cac3029b7fef8a5bff9faf77
STOP,-1.0,2024-06-03T13:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-03T10:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2314.79,a5684f1281e3ec453764e30a25a08e254d621287d7e7f47c9495b0de48e83b3a
TARGET,3.1221590909091095,2024-06-03T23:00:00Z,SHORT,2024-06-04T04:45:00Z,2344.38,EXPOSED_HISTORICAL_REGRESSION,True,1.7930702598652875,TARGET,2024-06-03T20:00:00Z,2024-06-04T14:28:00Z,INITIAL_CONFIRMATION_TARGET,2354.77,2325.75,bb72b304ef710302543c71b7443e49757b3345c9a5bfdc110ce3103c88e35967
STOP,-1.0,2024-06-04T03:00:00Z,LONG,2024-06-04T03:05:00Z,2351.39,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-06-03T22:00:00Z,2024-06-04T04:43:00Z,INITIAL_CONFIRMATION_STOP,2344.78,2354.77,9b9934af225335a88e20705d60c3855407c78e6bab946daa1a686b515d9847e0
TARGET,0.36026936026933554,2024-06-04T06:00:00Z,SHORT,2024-06-04T06:05:00Z,2345.66,EXPOSED_HISTORICAL_REGRESSION,True,0.1222222222221696,TARGET,2024-06-04T03:00:00Z,2024-06-04T06:32:00Z,INITIAL_CONFIRMATION_TARGET,2352.86,2344.78,3f874b56d883f4c68604524ebff3070be9e446877891d027e420286996a19b69
STOP,-1.0,2024-06-04T07:00:00Z,LONG,2024-06-04T07:05:00Z,2346.69,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-06-04T04:00:00Z,2024-06-04T10:10:00Z,INITIAL_CONFIRMATION_STOP,2343.21,2352.86,19f69d942f13d1cb4fc0777e9888937bd69b1854c108c41ca18ae93d05da2a0d
TARGET,1.6818727490996808,2024-06-04T20:00:00Z,LONG,2024-06-04T20:20:00Z,2326.86,EXPOSED_HISTORICAL_REGRESSION,True,0.9946428571428215,TARGET,2024-06-04T17:00:00Z,2024-06-05T07:48:00Z,INITIAL_CONFIRMATION_TARGET,2315.66,2338.0,dd1ce0492f3c70cd7b8bca8d26c75c907684cc7162cefa70ab8f5e32022e4532
STOP,-1.0,2024-06-04T23:00:00Z,SHORT,2024-06-04T23:35:00Z,2326.23,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-06-04T20:00:00Z,2024-06-05T04:54:00Z,INITIAL_CONFIRMATION_STOP,2330.42,2315.66,63bfdb992a094d7e2b30d55a16a559599cd112f7e35edcbf663ae13e04d27d35
STOP,-1.0,2024-06-05T11:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-05T08:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2325.91,c104877c0a776e83987ef58931a0f2ceb0ddb68d4d77f79cfa9cbbc04b574729
TARGET,1.9846153846155477,2024-06-05T12:00:00Z,LONG,2024-06-05T15:25:00Z,2336.06,EXPOSED_HISTORICAL_REGRESSION,True,0.7124842370744272,TARGET,2024-06-05T09:00:00Z,2024-06-05T15:53:00Z,INITIAL_CONFIRMATION_TARGET,2328.13,2341.71,f2acd7076781319c6cedd271c08d45b1127921118a6fdd04eba63fe4a4b09087
STOP,-1.0,2024-06-05T21:00:00Z,SHORT,2024-06-06T02:55:00Z,2355.07,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-06-05T18:00:00Z,2024-06-06T04:02:00Z,RECLAIM_CONFIRMATION_STOP,2357.81,2329.55,5156b0885c57358c7012806a0003588464cce31cda31c8c453b761436bff433a
STOP,-1.0,2024-06-06T04:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-06T01:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2329.55,6359d03677d8398a67384fea76f6af6747fcd28559259db87c73d21d149e00a7
TARGET,1.8454038997214905,2024-06-06T09:00:00Z,SHORT,2024-06-06T09:05:00Z,2367.16,EXPOSED_HISTORICAL_REGRESSION,True,1.6125319693093874,TARGET,2024-06-06T06:00:00Z,2024-06-06T16:05:00Z,INITIAL_CONFIRMATION_TARGET,2374.98,2354.55,ec4c6b3453f1609012afcab07c0658e0f64c789c76471f3ce1343aa208fc86a6
STOP,-1.0,2024-06-06T15:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-06T12:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,2374.98,489d01e418306beb13565816b70f4a572a30d1ff610712763220eadcb2f79fdf
TARGET,0.03768115942029985,2024-06-06T19:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-06T16:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,2374.98,e184ecc73d8d06527080ecd56a989b3c2f58db88fe94b906b56269a57afa1d9a
STOP,-1.0,2024-06-06T21:00:00Z,SHORT,2024-06-06T21:10:00Z,2369.12,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-06-06T18:00:00Z,2024-06-07T03:46:00Z,INITIAL_CONFIRMATION_STOP,2378.52,2353.5,8bdcce03a154ecd54c706de086ab7eff45ff87294ecfd7dc94d41db31ee9dc53
TARGET,0.18114143920596107,2024-06-07T02:00:00Z,LONG,2024-06-07T02:05:00Z,2377.08,EXPOSED_HISTORICAL_REGRESSION,True,0.17821782178218656,TARGET,2024-06-06T21:00:00Z,2024-06-07T03:46:00Z,INITIAL_CONFIRMATION_TARGET,2369.0,2378.52,09dab32991119dbc73d986d8ae663cad51eebd0f08a900d7fb98593269303e56
TARGET,0.2941176470588368,2024-06-07T11:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-07T08:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,2369.46,568b93672bffec146f05ad337818e3051634c79a38498be654fce365c34cc8b8
TARGET,3.7640552995390157,2024-06-10T03:00:00Z,LONG,2024-06-10T14:15:00Z,2300.51,EXPOSED_HISTORICAL_REGRESSION,True,3.0477682067344,TARGET,2024-06-07T22:00:00Z,2024-06-12T16:00:00Z,INITIAL_CONFIRMATION_TARGET,2287.74,2339.43,3ce3104fca6aa3b8332dab8661ddcafcfea7174adddbe385756688fac1df505c
STOP,-1.0,2024-06-10T07:00:00Z,LONG,2024-06-10T08:35:00Z,2296.79,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-06-10T04:00:00Z,2024-06-10T09:27:00Z,RECLAIM_CONFIRMATION_STOP,2292.15,2339.43,ae997d623083aca38dc0330c9f93c242e2d942bd033542a2cd5443d2cbe3f5ec
TARGET,0.13803680981596525,2024-06-10T08:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-06-10T05:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,2293.97,247d451150c41027a488701cf60bae5f8e500e91894a0692df31777981ab8136
