control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
STOP,-1.0,2022-08-01T06:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-08-01T03:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1767.14,e558a101932d352fdd10c17c68985a71415888cbf08c326b6494e001e89ab12a
TARGET,0.45161290322584785,2022-08-01T07:00:00Z,SHORT,2022-08-01T07:15:00Z,1761.33,EXPOSED_HISTORICAL_REGRESSION,True,0.1920529801324274,TARGET,2022-08-01T04:00:00Z,2022-08-01T07:43:00Z,INITIAL_CONFIRMATION_TARGET,1765.86,1760.46,d81a350eeb2c94a947861a37a5710bca06ace4ad630f7c539788b8a33c623f2f
TARGET,0.21359223300969624,2022-08-01T11:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-08-01T08:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1765.86,c2330b47089df34c85540fe64a540816f550ac40bc227aff9ae3c7a0a22995ca
STOP,-1.0,2022-08-01T18:00:00Z,SHORT,2022-08-01T18:10:00Z,1764.86,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-08-01T15:00:00Z,2022-08-02T03:24:00Z,INITIAL_CONFIRMATION_STOP,1775.24,1758.36,1ca869fda6041c12f83bf9e58d1c04caa739e7229ed0ce4431e4342b933cfa56
TARGET,1.2494887525561913,2022-08-01T21:00:00Z,LONG,2022-08-01T22:30:00Z,1771.08,EXPOSED_HISTORICAL_REGRESSION,True,0.6081871345029433,TARGET,2022-08-01T18:00:00Z,2022-08-02T03:24:00Z,INITIAL_CONFIRMATION_TARGET,1764.24,1775.24,aec292a89adad837a76bd1ce4ca4f8cce971f7d2cf6f46530772ee74ca83ebbd
STOP,-1.0,2022-08-01T22:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-08-01T19:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1764.24,304f98746511fea12ce05e025eb3b83046a399b9a880624ca1e8f4aa8535a650
TARGET,0.18998272884285722,2022-08-02T03:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-08-01T21:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1773.43,2a10834f3db6ba6b15dd73ee5ceee4f8a9543325caed0ffcc9fae1d77ddf96be
STOP,-1.0,2022-08-02T06:00:00Z,SHORT,2022-08-02T06:05:00Z,1774.73,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-08-02T03:00:00Z,2022-08-02T15:16:00Z,INITIAL_CONFIRMATION_STOP,1780.56,1766.54,1de20a5f224e93aeb155ff526e502004c26625f50d180b1f6a7452f83f246b1a
STOP,-1.0,2022-08-02T12:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-08-02T09:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1766.54,4b83ce7b6e2697fb891a947fe39a27261d7671bf4b53333ef8fc9dcd8a20b989
TARGET,0.2573402417961934,2022-08-02T13:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-08-02T10:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1776.14,9039a2fc72f0d8c68f20841f8f59e74c6d41015e69336e8d1b6d7d4bbb93736b
TARGET,0.7108540925266906,2022-08-02T18:00:00Z,SHORT,2022-08-02T18:05:00Z,1776.82,EXPOSED_HISTORICAL_REGRESSION,True,0.7062999112688597,TARGET,2022-08-02T15:00:00Z,2022-08-02T21:00:00Z,INITIAL_CONFIRMATION_TARGET,1788.09,1768.86,7374497f1662e66cc00e21786cbdcbdf4d8b04f27acd50da9f1c0790b986b35a
STOP,-1.0,2022-08-03T05:00:00Z,LONG,2022-08-03T05:05:00Z,1765.66,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-08-03T02:00:00Z,2022-08-03T17:53:00Z,INITIAL_CONFIRMATION_STOP,1755.04,1788.09,49cba9a4690a5ee9ac2cb76a6b9fe0e8e0c7d21ff652f90062ffbacc13cfd10c
STOP,-1.0,2022-08-03T11:00:00Z,SHORT,2022-08-03T11:35:00Z,1765.64,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-08-03T08:00:00Z,2022-08-03T15:33:00Z,INITIAL_CONFIRMATION_STOP,1770.66,1755.04,d89c7c77dbc90553da9d5db8432e3ab21d4e9f430cc9c799888148e941fb4832
