control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
STOP,-1.0,2022-12-01T06:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-12-01T03:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1745.07,072ea7b63a0fe5bca607d2e88671b250d950318cd101e4df2ca5a50ff4ae8cf3
TARGET,0.05263157894738102,2022-12-01T07:00:00Z,LONG,2022-12-01T07:05:00Z,1779.87,EXPOSED_HISTORICAL_REGRESSION,True,0.019108280254788876,TARGET,2022-12-01T04:00:00Z,2022-12-01T07:17:00Z,INITIAL_CONFIRMATION_TARGET,1772.02,1780.02,7c8c941ec37474c1c2698421364c575102b12e605e3a94235e698455e67c69cb
STOP,-1.0,2022-12-01T11:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-12-01T08:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1772.02,f72b631ea23af955b03a87edf68c9677d25ba19396ebeee127f1e31f9c040296
TARGET,1.5027777777778384,2022-12-01T12:00:00Z,LONG,2022-12-01T12:05:00Z,1778.8,EXPOSED_HISTORICAL_REGRESSION,True,1.1815980629540555,TARGET,2022-12-01T09:00:00Z,2022-12-01T14:29:00Z,INITIAL_CONFIRMATION_TARGET,1774.67,1783.68,dfb4e499bd2682e4b2fb831f8ef37ff0ea08703e82e7c16b1b19ab64f259f93b
STOP,-1.0,2022-12-01T20:00:00Z,SHORT,2022-12-01T20:05:00Z,1800.9,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-12-01T17:00:00Z,2022-12-02T01:14:00Z,INITIAL_CONFIRMATION_STOP,1804.1,1774.67,96b06cf9bf812a7c919e1be1df4bf305e86f3ce102842c40e1040fb37c41ef69
STOP,-1.0,2022-12-02T04:00:00Z,SHORT,2022-12-02T04:10:00Z,1797.97,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-12-01T22:00:00Z,2022-12-05T03:25:00Z,INITIAL_CONFIRMATION_STOP,1803.54,1774.67,42d86262dbeb52b4af75331a00e0d33aacb0e4aff3e03fcf41811b11a892e15b
STOP,-1.0,2022-12-02T07:00:00Z,LONG,2022-12-02T07:05:00Z,1798.12,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-12-02T04:00:00Z,2022-12-02T15:30:00Z,INITIAL_CONFIRMATION_STOP,1795.6,1803.54,e350d6a924d82888dace9476e2ed3699beb4d49edb69eaea341da114e967dd7d
TARGET,1.7142857142857262,2022-12-02T13:00:00Z,SHORT,2022-12-02T13:10:00Z,1799.58,EXPOSED_HISTORICAL_REGRESSION,True,1.1603498542273891,TARGET,2022-12-02T10:00:00Z,2022-12-02T15:30:00Z,INITIAL_CONFIRMATION_TARGET,1803.01,1795.6,c5bb046b18e7aaa6f52a3622c688ec9d509a45df2f98d2cf638b74a9f40aeae4
TARGET,2.4173669467786763,2022-12-02T18:00:00Z,LONG,2022-12-02T18:10:00Z,1787.82,EXPOSED_HISTORICAL_REGRESSION,True,1.64929424538545,TARGET,2022-12-02T15:00:00Z,2022-12-05T03:03:00Z,INITIAL_CONFIRMATION_TARGET,1778.61,1803.01,4bebe6850a31cf47eef475a23c26d3ff08cb10ae21d7a4a30e7abd0de05ee854
TARGET,0.14637904468413623,2022-12-05T03:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-12-02T21:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1801.03,ac84e2b54cd94b057d4d3e033abe1839bf1612029af94c74796bba7e917a2cb1
TARGET,1.4347181008902166,2022-12-05T09:00:00Z,SHORT,2022-12-05T09:05:00Z,1801.28,EXPOSED_HISTORICAL_REGRESSION,True,0.8818807339449576,TARGET,2022-12-05T06:00:00Z,2022-12-05T12:30:00Z,INITIAL_CONFIRMATION_TARGET,1810.0,1793.59,d77d55937edf95f63b335bca1621f5d81022d2d5a91b20453bc5054216de9695
STOP,-1.0,2022-12-05T15:00:00Z,LONG,2022-12-05T15:05:00Z,1797.0,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-12-05T12:00:00Z,2022-12-05T15:44:00Z,INITIAL_CONFIRMATION_STOP,1793.33,1810.0,5f3c6b87024598f3570de4f439a5ab7d9f9682677f9026f3af66c9c5ebca5245
