broken_m5_control_identity,broken_m5_control_level,confirmation_at,confirmation_bar_identity,control_entry_at,control_entry_price,control_stop,deadline,decision_at,delta_vs_original_r,direction,distance_ratio_to_control,dollars_at_50_max_case_risk,effective_stop_policy,entry_at,entry_policy,entry_price,filled,geometry_sha256,mae_r,mfe_r,month,net_r,original_net_r,original_outcome,original_resolution_at,outcome,policy_result_sha256,resolution_at,retest_disposition,retest_expiry_at,retest_fill_at,retest_level,retest_opportunity,retest_used,route,row_sha256,source_h1_swing_identity,stop,stop_atr14,stop_buffer,stop_fallback_reason,stop_policy,stop_replaced_control,stop_source_identity,stop_source_known_at,stop_source_level,target,trade_identity
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.0,SHORT,1.0,30.98958333333283,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,CONTROL_NEXT_M1_OPEN,1663.73,True,d150bf6b06c17947fe0ac93f68ddfb4d54c54fa1111e65b4b5da7a76888d4f05,0.8003472222222061,0.6979166666666646,2022_10,0.6197916666666566,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,TARGET,1dd5df55910ece8435f355c712c51df76f6d6234ed8aaee70e55b7fcd0485e81,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,False,INITIAL_CONFIRMATION_TARGET,36ff0571a4159a7bae3ab48b6f107b3ecbb4e32f1b7868a1ed80e1b58e5ac3b0,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,,,,CONTROL_V2_FILLED_STOP,False,,2022-10-03T07:05:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,-1.6197916666666567,SHORT,0.15718005952377256,-50.0,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2022-10-03T07:05:00Z,CONTROL_NEXT_M1_OPEN,1663.73,True,1cb1b98b9e784f4791be68ea89046051dfda3764c19b2c3bdc0410773f250d1a,1.2481262327417824,1.5794871794876237,2022_10,-1.0,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,STOP,f57ec13df1a4a0d50f6b6a105514c777588af938ca9870adffda9aefcc1ce29b,2022-10-03T07:16:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,False,INITIAL_CONFIRMATION_TARGET,6374c4d1372fce3a8b52615d17b505b3c032b3a0710a9e68694e3cd959e50f58,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1664.635357142857,0.7071428571428636,0.035357142857143184,,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,True,338ca1a6ddf36743c782939f8c46f03999567674c33afaf903f6d4baeef23871,2022-10-03T06:50:00Z,1664.6,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.0,SHORT,1.0,30.98958333333283,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,CONTROL_NEXT_M1_OPEN,1663.73,True,4b27b31c462ddf1feaac57664625db9a2879d2db8ba37aa171f1fbddf01152fa,0.8003472222222061,0.6979166666666646,2022_10,0.6197916666666566,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,TARGET,ba5d4f1b519bc5db272dcf62c778e0b70af30f82e86c64c3fe4497450a70a347,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,False,INITIAL_CONFIRMATION_TARGET,1d3062f199dec7e73113a7922fbff86058f11c511fd681a76fff95df45411979,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,1.500714285714285,0.07503571428571426,NOT_STRICTLY_CLOSER_THAN_CONTROL,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,False,0ef88db22b61fac8650dcf53df036b8fbd2f48e7c8e77a7d9ff0f8472f1f2785,2022-10-03T05:30:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.0,SHORT,1.0,30.98958333333283,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,CONTROL_NEXT_M1_OPEN,1663.73,True,937e8bf95e5814ba550d486a3b270364ca2f5bb00424cc19513b955842dcf427,0.8003472222222061,0.6979166666666646,2022_10,0.6197916666666566,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,TARGET,95588ff79e6d22ba2ee9f07b4033f2d396f74e4576e176f15129373c460eb981,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,False,INITIAL_CONFIRMATION_TARGET,a4fdfe6ecf3af6209af9599548803db2bafb8b0391075dcc0118ed6856e9fc8a,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,4.7057142857142775,0.23528571428571388,NOT_STRICTLY_CLOSER_THAN_CONTROL,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,False,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,2022-10-03T07:00:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.025710978835954967,SHORT,1.0,32.27513227513058,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1663.82,True,d150bf6b06c17947fe0ac93f68ddfb4d54c54fa1111e65b4b5da7a76888d4f05,0.7971781305114504,0.7248677248676979,2022_10,0.6455026455026116,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,TARGET,056c0f101fdf8861b0ddcb3c5e806f87614fab7901c7ac160ef3b65b9c4f88a5,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,True,INITIAL_CONFIRMATION_TARGET,320fb99ddb0a25510c25d04634a39eea7d803e4957d0a8a92880f2620e65ee7e,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,,,,CONTROL_V2_FILLED_STOP,False,,2022-10-03T07:05:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,-1.6197916666666567,SHORT,0.15718005952377256,-50.0,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2022-10-03T07:05:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1663.82,True,1cb1b98b9e784f4791be68ea89046051dfda3764c19b2c3bdc0410773f250d1a,1.2755146736751517,1.864213753832957,2022_10,-1.0,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,STOP,e2d2e044fd8be9b33bb77dd2cf669ad045755d0abad5b48a85a0e64480220e33,2022-10-03T07:16:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,True,INITIAL_CONFIRMATION_TARGET,589c03851e013d877fddf45aa6a450b820e23a99d0ad5e04abdf2c7de3df4875,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1664.635357142857,0.7071428571428636,0.035357142857143184,,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,True,338ca1a6ddf36743c782939f8c46f03999567674c33afaf903f6d4baeef23871,2022-10-03T06:50:00Z,1664.6,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.025710978835954967,SHORT,1.0,32.27513227513058,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1663.82,True,4b27b31c462ddf1feaac57664625db9a2879d2db8ba37aa171f1fbddf01152fa,0.7971781305114504,0.7248677248676979,2022_10,0.6455026455026116,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,TARGET,a47ee5de7bfd6baeffcc4c08dc35d542146547ebdb0f93e6bc44e222db5e4b9c,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,True,INITIAL_CONFIRMATION_TARGET,9b332e2a377ba7f7d08a788e882f09d446a446997ec6dd0e6106493600512819,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,1.500714285714285,0.07503571428571426,NOT_STRICTLY_CLOSER_THAN_CONTROL,M15_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,False,0ef88db22b61fac8650dcf53df036b8fbd2f48e7c8e77a7d9ff0f8472f1f2785,2022-10-03T05:30:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.025710978835954967,SHORT,1.0,32.27513227513058,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,M5_BROKEN_CONTROL_FIRST_RETEST,1663.82,True,937e8bf95e5814ba550d486a3b270364ca2f5bb00424cc19513b955842dcf427,0.7971781305114504,0.7248677248676979,2022_10,0.6455026455026116,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,TARGET,0863fdb9f85c3def21211c5988e3763ef626ac6969a327409174cb8a405f436a,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,True,INITIAL_CONFIRMATION_TARGET,2a2cdd06ea022514e5235396a068c355ef26a6e93152d277345308b80059f247,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,4.7057142857142775,0.23528571428571388,NOT_STRICTLY_CLOSER_THAN_CONTROL,H1_SOURCE_SWING_BUFFERED_ELSE_CONTROL,False,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,2022-10-03T07:00:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,0.019283234126966198,SHORT,1.0,31.95374503968114,CONTROL_V2_FILLED_STOP,2022-10-03T07:05:00Z,CONFIRMED_25_75_RETEST_SPLIT,1663.73,True,d150bf6b06c17947fe0ac93f68ddfb4d54c54fa1111e65b4b5da7a76888d4f05,0.7979704034391393,0.7181299603174396,2022_10,0.6390749007936228,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,SPLIT_TARGET_TARGET,63e69c8aed0800f17d1a4a1c987f205a2e7f1d7c7a0a1fd33c4f330e009d5610,2022-10-03T12:30:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,True,INITIAL_CONFIRMATION_TARGET,00d780fc8f256ee47036543f7dfe873e2083952462f7b0433db050675dd5598c,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1669.49,,,,CONTROL_V2_FILLED_STOP,False,,2022-10-03T07:05:00Z,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
ec34172566f8a0815b05784de6d45cc3f44069d5c0b7d3436459cfacbe8da833,1663.82,2022-10-03T07:05:00Z,e50cc4abf080fd5397b3bdcad6a681dd54820d6b5a32a7cb5234cbe7c52a2b1d,2022-10-03T07:05:00Z,1663.73,1669.49,2022-11-01T00:00:00Z,2022-10-03T07:00:00Z,-1.6197916666666567,SHORT,0.15718005952377256,-50.0,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,2022-10-03T07:05:00Z,CONFIRMED_25_75_RETEST_SPLIT,1663.73,True,1cb1b98b9e784f4791be68ea89046051dfda3764c19b2c3bdc0410773f250d1a,1.2686675634418094,1.7930321102466236,2022_10,-1.0,0.6197916666666566,TARGET,2022-10-03T12:30:00Z,SPLIT_STOP_STOP,3871ba5d348fb6f42a61da79e8a6a3d3ef37a728d34c82e689a4b4b4a5a3f299,2022-10-03T07:16:00Z,FIRST_RETEST_FILLED,2022-10-03T07:20:00Z,2022-10-03T07:05:00Z,1663.82,True,True,INITIAL_CONFIRMATION_TARGET,2a7b1e2c3fa916adc6eae0ebdad436f5c8213f99d6ca2507ec897f802f2a30cd,9b0837aac2cca246f8068dec7118dc7b94ee9b5923e41026829112f0ba9e1e31,1664.635357142857,0.7071428571428636,0.035357142857143184,,M5_LATEST_CONFIRMED_OPPOSING_SWING_ELSE_CONTROL,True,338ca1a6ddf36743c782939f8c46f03999567674c33afaf903f6d4baeef23871,2022-10-03T06:50:00Z,1664.6,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
