control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
TARGET,0.6780575539568379,2022-10-03T07:00:00Z,SHORT,2022-10-03T07:05:00Z,1663.73,EXPOSED_HISTORICAL_REGRESSION,True,0.6197916666666566,TARGET,2022-10-03T04:00:00Z,2022-10-03T12:30:00Z,INITIAL_CONFIRMATION_TARGET,1669.49,1660.16,44eb44789f841f913fb009e14656161cfc47c246e96d34c18c78e9e1f8b1d992
TARGET,0.5463137996219078,2022-10-03T12:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-03T09:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1660.16,582612df9a50f3ef50a3cb732587428ee3f88c05c9ddc25765525c1a0a5ad754
TARGET,0.3155487804877978,2022-10-03T15:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-03T12:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1668.34,1e6da8e5dc83cb46a63a02712e336cd56f23aca6ea551345870567fdd09ed751
STOP,-1.0,2022-10-04T05:00:00Z,SHORT,2022-10-04T05:10:00Z,1695.32,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-04T02:00:00Z,2022-10-04T08:52:00Z,INITIAL_CONFIRMATION_STOP,1702.58,1659.71,d7dc0c01c2c6d52c23d6cac858974265703b3cf32b0f5d8378170fb8b0ca598f
TARGET,0.6313465783664276,2022-10-04T08:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-04T05:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1702.58,917fd8406e1824e900256a1248ebb78e5062f53403c00b466d942b1b1f0e00a8
STOP,-1.0,2022-10-04T13:00:00Z,SHORT,2022-10-04T14:05:00Z,1703.67,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-04T10:00:00Z,2022-10-04T15:54:00Z,RECLAIM_CONFIRMATION_STOP,1712.52,1695.19,721618d6c38bf24f0d6899fa7f468bca3873a269a9757d846fdc5285737be4db
TARGET,0.0462487153134681,2022-10-04T17:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-04T14:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1710.71,4653197703845ba4a4575e9639d865d3a70f16860ce1d62c4675a9968d14fc43
TARGET,7.295128939828071,2022-10-04T22:00:00Z,SHORT,2022-10-05T03:55:00Z,1721.8,EXPOSED_HISTORICAL_REGRESSION,True,2.7695312499999747,TARGET,2022-10-04T19:00:00Z,2022-10-07T15:46:00Z,INITIAL_CONFIRMATION_TARGET,1729.48,1700.53,afd151869f959de834123406c8658cd91b6db564279ee7255b1a51520b54b91e
STOP,-1.0,2022-10-05T04:00:00Z,SHORT,2022-10-05T04:05:00Z,1722.3,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-04T22:00:00Z,2022-10-05T09:51:00Z,INITIAL_CONFIRMATION_STOP,1726.68,1700.53,9dcd25a8752abe0a90f5bd7c8aabea4e1e0376a1d07252e767859f9dc2137e3d
STOP,-1.0,2022-10-05T10:00:00Z,LONG,2022-10-05T10:05:00Z,1724.29,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-05T07:00:00Z,2022-10-05T10:46:00Z,INITIAL_CONFIRMATION_STOP,1717.55,1726.68,f096c456ffbbf778bcd00d147cb70058fa4cda92bf2e3366ae8a613cf475a7ee
STOP,-1.0,2022-10-05T16:00:00Z,LONG,2022-10-05T20:25:00Z,1711.48,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-05T13:00:00Z,2022-10-07T15:46:00Z,RECLAIM_CONFIRMATION_STOP,1700.52,1727.82,808f78c90c7e61ef2d256ad30e990abdc28120cd474dd91ea87b9ccde6803c7d
STOP,-1.0,2022-10-05T18:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-05T15:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1703.15,bf20a498981707105711c71d27dc629ee6c7059c3f6ce9b83b144e2c0cb06f1b
TARGET,0.7119496855345974,2022-10-05T20:00:00Z,LONG,2022-10-05T20:25:00Z,1711.48,EXPOSED_HISTORICAL_REGRESSION,True,0.2440585009140822,TARGET,2022-10-05T17:00:00Z,2022-10-05T20:48:00Z,INITIAL_CONFIRMATION_TARGET,1700.54,1714.15,1406e851b23e99929bddcbed6f2a592f1022562da5163a3c8d7eeaa669c3c2f4
STOP,-1.0,2022-10-06T06:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-06T03:00:00Z,,NO_TRADE_LATER_H1_INVALIDATED,,1700.54,a4671c61929a7686df979dcb2c5f7b85267f01682afa5f313afa2325f733c923
TARGET,1.3317800559179813,2022-10-06T13:00:00Z,SHORT,2022-10-06T13:30:00Z,1714.6,EXPOSED_HISTORICAL_REGRESSION,True,1.282846715328458,TARGET,2022-10-06T10:00:00Z,2022-10-07T15:46:00Z,INITIAL_CONFIRMATION_TARGET,1725.56,1700.54,00e17dc541ae8b3054263842e02d4d66e2dc80e621afdc850886e7c59c5e0519
TARGET,1.5514018691588924,2022-10-06T18:00:00Z,SHORT,2022-10-06T19:00:00Z,1708.22,EXPOSED_HISTORICAL_REGRESSION,True,0.6719160104986895,TARGET,2022-10-06T15:00:00Z,2022-10-07T15:46:00Z,INITIAL_CONFIRMATION_TARGET,1719.65,1700.54,d00721bfc5710e1796358946bfbaa8abc0b7a0d1aa3cd1420f574d02310c50c0
STOP,-1.0,2022-10-06T22:00:00Z,LONG,2022-10-06T22:20:00Z,1714.72,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-06T19:00:00Z,2022-10-07T13:28:00Z,INITIAL_CONFIRMATION_STOP,1706.95,1719.65,09e79f4ab3ebe322ad735ad0a951138717a80b8c116a6eee4d3e1f9980836ecc
TARGET,1.0321782178216952,2022-10-07T04:00:00Z,SHORT,2022-10-07T04:20:00Z,1710.58,EXPOSED_HISTORICAL_REGRESSION,True,0.7925764192139212,TARGET,2022-10-06T22:00:00Z,2022-10-07T13:28:00Z,INITIAL_CONFIRMATION_TARGET,1715.16,1706.95,fefdc8fec6dbc94329a293601ad6cc7f38b138096c21fdc1a9eb0bfa7115acb2
STOP,-1.0,2022-10-07T08:00:00Z,LONG,2022-10-07T08:25:00Z,1711.67,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-07T05:00:00Z,2022-10-07T09:37:00Z,INITIAL_CONFIRMATION_STOP,1709.18,1715.16,d00459c3143f55c9fad98f5bfa966330b78c024a49b04a2f89cfaf867bf99fa5
STOP,-1.0,2022-10-07T12:00:00Z,LONG,2022-10-07T12:05:00Z,1714.11,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-07T09:00:00Z,2022-10-07T13:21:00Z,INITIAL_CONFIRMATION_STOP,1708.41,1715.16,2b130f5ce6941f48c8274cba05f5416dde601e0601dfc5bebda81a4776fa3dcd
STOP,-1.0,2022-10-07T12:00:00Z,SHORT,2022-10-07T13:05:00Z,1710.36,EXPOSED_HISTORICAL_REGRESSION,True,0.2633928571428195,TARGET,2022-10-07T09:00:00Z,2022-10-07T13:13:00Z,RECLAIM_CONFIRMATION_TARGET,1714.84,1709.18,84c291eec9334c979b8389520707ea31486a3bce193d54c87d9a4b4bcaba033b
TARGET,0.1325088339222649,2022-10-07T15:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-07T12:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1708.41,c37c91c2ca86e50f837b199a208ae9f854221a71c30752b74d650b03c111adc6
STOP,-1.0,2022-10-07T18:00:00Z,LONG,2022-10-07T18:05:00Z,1703.49,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-07T15:00:00Z,2022-10-10T06:05:00Z,INITIAL_CONFIRMATION_STOP,1690.64,1714.82,68d51e7bb05503314c5a238ba80ead8594df3dd9956b1d5da15fea4f1fcab257
TARGET,0.5745489078822383,2022-10-07T22:00:00Z,SHORT,2022-10-07T22:05:00Z,1695.4,EXPOSED_HISTORICAL_REGRESSION,True,0.4027072758037239,TARGET,2022-10-07T19:00:00Z,2022-10-10T06:05:00Z,INITIAL_CONFIRMATION_TARGET,1707.22,1690.64,e677a2cc49c4f0cf6fae9894ba9a52430d279e1d6acdeda171e0b5b0739a46d0
STOP,-1.0,2022-10-10T21:00:00Z,LONG,2022-10-11T03:50:00Z,1671.78,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-10T18:00:00Z,2022-10-11T05:11:00Z,INITIAL_CONFIRMATION_STOP,1665.7,1707.22,31bae17efed9d481a21893e0262205c35418f08d08d712051cd054a8cac1e4a5
STOP,-1.0,2022-10-10T23:00:00Z,SHORT,2022-10-10T23:35:00Z,1667.73,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-10T20:00:00Z,2022-10-11T03:49:00Z,INITIAL_CONFIRMATION_STOP,1671.66,1665.7,c9f80143f97740e6bd9c0348ee62fd38f85cfa4f1e43600201c71d4160f5859d
STOP,-1.0,2022-10-11T08:00:00Z,LONG,2022-10-11T08:15:00Z,1664.44,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-11T05:00:00Z,2022-10-11T13:14:00Z,INITIAL_CONFIRMATION_STOP,1661.4,1673.62,661ec66364f229fe4513ee8712a385f113875c5a57ec31d7c3a0df9a00f2d33e
STOP,-1.0,2022-10-11T14:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-11T11:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1661.4,640d50c42c9693deab6711fa78beb0ae7c23630b8447604bb59e15a43cb60207
TARGET,0.02567094515752963,2022-10-11T16:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-11T13:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1669.81,fd07119e09726a0b303edce8748726a83d19f221f100c109ed55654b2715d1b6
STOP,-1.0,2022-10-11T18:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-11T15:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1661.02,463f592e90df3cd599ff907cba06d71b894fee27c89e2c645dd99aa6f56a6f0d
TARGET,0.22574850299401028,2022-10-11T22:00:00Z,SHORT,2022-10-11T22:05:00Z,1665.72,EXPOSED_HISTORICAL_REGRESSION,True,0.12102957283680381,TARGET,2022-10-11T19:00:00Z,2022-10-12T03:01:00Z,INITIAL_CONFIRMATION_TARGET,1683.98,1663.51,3c5acfaecb0b4c85d3dd4106c12c3294271ad07ecb8c07fd470841e6e516bd75
STOP,-1.0,2022-10-12T07:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-10-12T04:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1663.51,c54caa427348b6fe8107ed6b651424ccc276c315e726f63cee348d65721e9a1a
STOP,-1.0,2022-10-12T12:00:00Z,SHORT,2022-10-12T13:35:00Z,1668.88,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-10-12T09:00:00Z,2022-10-12T21:10:00Z,INITIAL_CONFIRMATION_STOP,1675.43,1661.42,7f4e88d246ba2d8e655792bc2fa51c5d581e3bd246329e14b92f24ee72c55b79
