control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
STOP,-1.0,2022-09-01T08:00:00Z,LONG,2022-09-01T08:25:00Z,1704.76,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-09-01T05:00:00Z,2022-09-01T11:18:00Z,INITIAL_CONFIRMATION_STOP,1702.28,1723.5,4edfa86c2989a7a4909e43bdaab9c73f4c805f17a9b557e1e2d7209a702faf7d
TARGET,0.8092485549132732,2022-09-01T11:00:00Z,SHORT,2022-09-01T11:05:00Z,1703.97,EXPOSED_HISTORICAL_REGRESSION,True,0.3698030634573475,TARGET,2022-09-01T08:00:00Z,2022-09-01T11:18:00Z,INITIAL_CONFIRMATION_TARGET,1708.54,1702.28,4500c283f47c600b944ca45ef44b01df31adc5bf646c56115b2ec21dc47990fb
TARGET,2.2394136807817224,2022-09-01T20:00:00Z,LONG,2022-09-02T06:15:00Z,1699.68,EXPOSED_HISTORICAL_REGRESSION,True,0.8348708487084717,TARGET,2022-09-01T17:00:00Z,2022-09-02T15:30:00Z,INITIAL_CONFIRMATION_TARGET,1688.84,1708.73,b18bb7f23fd1ddc0a1954210e6b5093f26faf24be01deb35e6874cd4a9cbb9ea
STOP,-1.0,2022-09-01T22:00:00Z,SHORT,2022-09-01T22:05:00Z,1695.47,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-09-01T19:00:00Z,2022-09-02T06:02:00Z,INITIAL_CONFIRMATION_STOP,1699.61,1688.84,0ab8e6f5b39508ffb346b3816061797149e1a89b3e2e746361559fe510b1262e
STOP,-1.0,2022-09-02T06:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-09-02T03:00:00Z,,NO_TRADE_H1_CLOSE_INVALIDATED,,1688.84,4879d2cefae7d0de67b9bea7eebc7fc18a07d59af932537af6ef239aaad3d74d
TARGET,0.023972602739703627,2022-09-02T08:00:00Z,LONG,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2022-09-02T05:00:00Z,,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,1699.31,843962cc5bce3163d448ad4024805f63e82f272e38ef39d59671fbf99e7886a7
STOP,-1.0,2022-09-02T20:00:00Z,SHORT,2022-09-02T20:25:00Z,1711.91,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-09-02T17:00:00Z,2022-09-06T03:32:00Z,INITIAL_CONFIRMATION_STOP,1717.99,1704.2,b10fbc038e5ac519675b5d93e4b6ca4f6cdefdcfb2e8137c2d1a39b3099d1eff
TARGET,1.9062500000000202,2022-09-05T06:00:00Z,LONG,2022-09-05T06:05:00Z,1710.94,EXPOSED_HISTORICAL_REGRESSION,True,2.216981132075413,TARGET,2022-09-05T03:00:00Z,2022-09-06T03:32:00Z,INITIAL_CONFIRMATION_TARGET,1707.76,1717.99,e9dd29a9b1d2e9c1138c068e0fe827808be176a24f8ce818f742ca11b5271f0c
STOP,-1.0,2022-09-05T10:00:00Z,SHORT,2022-09-05T10:15:00Z,1708.46,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-09-05T07:00:00Z,2022-09-05T11:36:00Z,INITIAL_CONFIRMATION_STOP,1714.1,1707.76,dfe026ce3beb99d73ed5bcbb1794307255583eb4f8e4b04dcb9407a0a8088387
STOP,-1.0,2022-09-05T16:00:00Z,SHORT,2022-09-05T16:35:00Z,1711.28,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2022-09-05T13:00:00Z,2022-09-06T03:12:00Z,INITIAL_CONFIRMATION_STOP,1715.82,1708.28,f42eb396c1a1f171137cfdc74cbd9c644ea38bbff5c31ee4a037479269dc575f
