control_outcome,control_r,decision_at,direction,entry_at,entry_price,evidence_segment,executed,net_r,outcome,pivot_at,resolution_at,route,stop,target,trade_identity
TARGET,3.763358778625884,2024-02-01T07:00:00Z,SHORT,2024-02-01T07:10:00Z,2045.02,EXPOSED_HISTORICAL_REGRESSION,True,3.0784313725488963,TARGET,2024-02-01T04:00:00Z,2024-02-01T13:09:00Z,INITIAL_CONFIRMATION_TARGET,2049.61,2030.89,0edfb5659296cbd3e4f8ce843a48706d2fbbed5a7f38b1095f3a81023d5c299b
TARGET,0.9452191235060031,2024-02-01T16:00:00Z,LONG,2024-02-01T16:05:00Z,2042.69,EXPOSED_HISTORICAL_REGRESSION,True,0.5487708168120542,TARGET,2024-02-01T13:00:00Z,2024-02-01T16:35:00Z,INITIAL_CONFIRMATION_TARGET,2030.08,2049.61,72458da053901bb967c39e77fbe8d05be1680d42b57c74e979528266ec48dd52
TARGET,2.623589743589736,2024-02-01T21:00:00Z,SHORT,2024-02-02T04:25:00Z,2052.27,EXPOSED_HISTORICAL_REGRESSION,True,1.6887366818873872,TARGET,2024-02-01T18:00:00Z,2024-02-02T15:57:00Z,INITIAL_CONFIRMATION_TARGET,2065.41,2030.08,2e20096e2e3927bda735f3e5cd35ad896fe1c429d2c71f1eb5b09f9d098980b4
STOP,-1.0,2024-02-02T05:00:00Z,SHORT,2024-02-02T11:00:00Z,2054.08,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-02-02T02:00:00Z,2024-02-02T15:16:00Z,RECLAIM_CONFIRMATION_STOP,2056.97,2030.08,a7434d22c7e5ed5573cbe099aefec43f817494e63d2b00aa4f4c65f3c81997b1
TARGET,0.5480769230769539,2024-02-02T07:00:00Z,LONG,2024-02-02T07:30:00Z,2056.09,EXPOSED_HISTORICAL_REGRESSION,True,0.1867321867321211,TARGET,2024-02-02T04:00:00Z,2024-02-02T08:09:00Z,INITIAL_CONFIRMATION_TARGET,2052.02,2056.85,2498680bc0f8089aaaf1183d9105d44b841298cf8627d45d5928107d44887e5f
STOP,-1.0,2024-02-02T12:00:00Z,SHORT,,,EXPOSED_HISTORICAL_REGRESSION,False,0.0,,2024-02-02T09:00:00Z,,NO_TRADE_TARGET_BEFORE_H1_REVIEW,,2052.02,a4d420d69bb1fd6c126c1ce6ea0cf14cf8b9c0c66556915803252dd0d0689c45
TARGET,0.24198250728862009,2024-02-02T14:00:00Z,LONG,2024-02-02T15:15:00Z,2056.46,EXPOSED_HISTORICAL_REGRESSION,True,0.12997347480100374,TARGET,2024-02-02T11:00:00Z,2024-02-02T15:16:00Z,INITIAL_CONFIRMATION_TARGET,2052.69,2056.95,901344e217ed6dad7a1a0b7cfc2993c76f3e40dce177d3ba105f600056c43f26
STOP,-1.0,2024-02-02T19:00:00Z,LONG,2024-02-02T20:25:00Z,2037.72,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-02-02T16:00:00Z,2024-02-05T08:36:00Z,INITIAL_CONFIRMATION_STOP,2027.87,2057.63,ba634ebfb8b0747c3b76a67bef5e0b35f1d61a1bf690ad7006a21119b956abdd
STOP,-1.0,2024-02-02T23:00:00Z,SHORT,2024-02-02T23:10:00Z,2036.6,EXPOSED_HISTORICAL_REGRESSION,True,-1.0,STOP,2024-02-02T20:00:00Z,2024-02-02T23:49:00Z,INITIAL_CONFIRMATION_STOP,2038.76,2027.87,1a011badb2ffd47e7f97e170d7fccaaa23e493d7f2523de71262697f6e7b273d
TARGET,2.314942528735718,2024-02-05T04:00:00Z,SHORT,2024-02-05T04:55:00Z,2033.19,EXPOSED_HISTORICAL_REGRESSION,True,0.5846153846154084,TARGET,2024-02-05T01:00:00Z,2024-02-05T08:36:00Z,INITIAL_CONFIRMATION_TARGET,2042.29,2027.87,244ac6c0a3d4678991d9c3648cebab4804898c97da7b308aaf50ccc829565b50
